test/mae,test/rmse,test/r2,split,target
4.590154478734121e-09,5.9845026711968785e-09,1.0,0,Li Diffusivity
4.777954476509194e-09,6.444946798467299e-09,1.0,1,Li Diffusivity
4.818147658625094e-09,6.1658913530493464e-09,1.0,2,Li Diffusivity
5.550378823215851e-09,6.996559331895469e-09,1.0,3,Li Diffusivity
4.97960783718554e-09,6.77681866179114e-09,1.0,4,Li Diffusivity
