test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.7348043918609619,0.7256641387939453,0.9749250411987305,0,Class
0.7686280012130737,0.766550600528717,0.9766843914985657,1,Class
0.7671185731887817,0.7788784503936768,0.9820123910903931,2,Class
0.669079065322876,0.6770511269569397,0.965791642665863,3,Class
0.7517775297164917,0.7527992725372314,0.9852301478385925,4,Class
