target,split,model,mae,mse,r2
TC,0,Linear,17.191190089685847,62141.59407034445,-12163059.451512197
TC,0,RF,0.021528318097279626,0.0012960016329321093,0.7463318017113044
TC,0,XGB,0.02515595255892586,0.001709170908426124,0.6654616059958158
TC,1,Linear,0.029804569259540163,0.002418222126164518,0.3766139687538608
TC,1,RF,0.02073426160105714,0.0011906537733507093,0.6930650322290357
TC,1,XGB,0.023874806676093877,0.001559742307234447,0.5979188362585395
TC,2,Linear,5.910633735434437,7268.937351049066,-1388606.5826867465
TC,2,RF,0.023366063425638097,0.0021854162696007917,0.582513171219357
TC,2,XGB,0.024094001168853744,0.0023722730370545533,0.5468173450439971
TC,3,Linear,0.0273974987630859,0.0017918668720352292,0.5480745274240535
TC,3,RF,0.02065373234839048,0.001191849280274555,0.6994045385661941
TC,3,XGB,0.022306207606838734,0.0015912739214201195,0.5986659331902484
TC,4,Linear,0.0364601879048319,0.007859321223401982,-1.1866626743189839
TC,4,RF,0.022591974142914282,0.0010357310982184325,0.7118333162968343
TC,4,XGB,0.02727949912255859,0.0016900125970538925,0.529795594293446
