target,split,model,mae,mse,r2
Li Diffusivity,1,RF,4.554301714285714e-09,3.510487185949984e-17,0.44988073269099627
Li Diffusivity,1,XGB,4.6123971989252304e-09,3.632380960247262e-17,0.4307790780618821
Li Diffusivity,2,Linear,4.325338343088234e-09,3.061893527504525e-17,0.5627451915875673
Li Diffusivity,2,RF,4.221223831932773e-09,2.8760275344206394e-17,0.5892878516984554
Li Diffusivity,2,XGB,4.457963587121196e-09,3.250317827837133e-17,0.5358371914882532
Li Diffusivity,3,Linear,4.489153340243411e-09,3.2994200541734785e-17,0.5057730551088919
Li Diffusivity,3,RF,4.429044302521008e-09,3.2743705773316304e-17,0.5095252679849116
Li Diffusivity,3,XGB,4.506939803429039e-09,3.5118565228639516e-17,0.4739517576746527
Li Diffusivity,4,Linear,4.524076192869452e-09,4.075016403302638e-17,0.4310103915872904
Li Diffusivity,4,RF,4.417142756302521e-09,3.494819053196436e-17,0.512022645371463
Li Diffusivity,4,XGB,4.693001324408762e-09,3.9631094314743097e-17,0.44663582662299917
Poly Diffusivity,0,Linear,4.150495380995861e-09,3.1581172061669067e-17,0.7626024810997655
Poly Diffusivity,0,RF,3.285675159663865e-09,2.064813634296201e-17,0.8447867505309465
Poly Diffusivity,0,XGB,3.4424724765344452e-09,2.389249943302482e-17,0.8203986832835239
Poly Diffusivity,1,Linear,4.142147077704741e-09,3.088093902469891e-17,0.7464221016888812
Poly Diffusivity,1,RF,3.4732399999999995e-09,2.541402709972571e-17,0.7913134838802689
Poly Diffusivity,1,XGB,3.657862391886064e-09,2.819059088585954e-17,0.7685138141923928
Poly Diffusivity,2,Linear,4.22776553380579e-09,3.3011161263940885e-17,0.7724266465123653
Poly Diffusivity,2,RF,3.514270184873949e-09,2.4004285064691078e-17,0.8345185252173479
Poly Diffusivity,2,XGB,3.6438658684367128e-09,2.5337945339233312e-17,0.8253244972137846
Poly Diffusivity,3,Linear,4.0733609010111865e-09,2.809697846974939e-17,0.7682905920182949
Poly Diffusivity,3,RF,3.2549078991596635e-09,2.0975484903194608e-17,0.8270199340373496
Poly Diffusivity,3,XGB,3.485289230120035e-09,2.3913212411265087e-17,0.8027931616660978
Poly Diffusivity,4,Linear,4.286759405006582e-09,6.111827776174444e-17,0.49947931737934503
Poly Diffusivity,4,RF,3.252775831932773e-09,2.427003765574118e-17,0.8012434862442391
Poly Diffusivity,4,XGB,3.642180880185932e-09,3.3612414608285825e-17,0.7247352294537641
Transference Number,0,Linear,0.16166266189859146,0.0442267766597966,0.3863185227329955
Transference Number,0,RF,0.15911597176806722,0.042760575689400525,0.40666321989246335
Transference Number,0,XGB,0.1691555787848349,0.04814701227714972,0.3319221554960653
Transference Number,1,Linear,0.16580986479357154,0.04822193140166313,0.429578345865691
Transference Number,1,RF,0.16936885066890756,0.049240705573884366,0.41752717264188866
Transference Number,1,XGB,0.1767131969436862,0.053854055305497556,0.36295543508356887
Transference Number,2,Linear,0.16384058978422694,0.047871267492623534,0.40042877994140513
Transference Number,2,RF,0.15762017174453785,0.04492992480073785,0.43726808917122817
Transference Number,2,XGB,0.16373004593159152,0.048045349601370684,0.39824846118657
Transference Number,3,Linear,0.1713665850955577,0.05176239310999515,0.4373049238982192
Transference Number,3,RF,0.1685328778823529,0.05028002053955325,0.4534193980602519
Transference Number,3,XGB,0.1730349466567049,0.05348294103747324,0.4186013093854254
Transference Number,4,Linear,0.16531250734527655,0.05665247901953468,0.22560729896697496
Transference Number,4,RF,0.1598670448504202,0.04592204987953377,0.37228342239139756
Transference Number,4,XGB,0.16439298056089408,0.04792493834378129,0.34490558766042845
