target,split,model,mae,mse,r2
optical_lumo,0,Linear,0.165117721543551,0.04680581745009881,0.8382059617105744
optical_lumo,0,RF,0.12196865436199888,0.030088394010596053,0.895993211147145
optical_lumo,0,XGB,0.11513419678496954,0.026651238454238495,0.9078744538641409
optical_lumo,1,Linear,0.16226493323818106,0.045886292483323717,0.8541385966374365
optical_lumo,1,RF,0.12464946029986873,0.030709185027770026,0.9023829431000762
optical_lumo,1,XGB,0.1148534318451193,0.026538931390313634,0.9156391687617657
optical_lumo,2,Linear,0.16112824270530463,0.04471171453996264,0.8482882560871815
optical_lumo,2,RF,0.12278055590240379,0.028750708108401954,0.902445698834574
optical_lumo,2,XGB,0.11580787138464067,0.026146502728357255,0.9112820528813552
optical_lumo,3,Linear,0.16735339450305706,0.049547831980270705,0.8422914826445164
optical_lumo,3,RF,0.11842329230794811,0.027673472485310928,0.9119165836060399
optical_lumo,3,XGB,0.11472970083527742,0.0259993824889512,0.9172451366565683
optical_lumo,4,Linear,0.16134937584498252,0.04508562774042025,0.8531953517002354
optical_lumo,4,RF,0.129436613861519,0.03494553012779167,0.8862128239713966
optical_lumo,4,XGB,0.12209222855289249,0.03123252697402716,0.8983028435506435
gap,0,Linear,0.18181695708911602,0.05606504789926559,0.6976922221212069
gap,0,RF,0.10934689751450494,0.0255331740565,0.8623228303473174
gap,0,XGB,0.10260858321760158,0.0237849667200879,0.8717493214490768
gap,1,Linear,0.1802888852163903,0.05979704810950181,0.6929803720345487
gap,1,RF,0.1110093900462555,0.027444847097479685,0.8590882491388736
gap,1,XGB,0.10460459379349313,0.02365401326290834,0.8785517582980155
gap,2,Linear,0.17744474107808708,0.053008131667389,0.7148735199890437
gap,2,RF,0.11444739525814816,0.02790931247643437,0.8498780512419527
gap,2,XGB,0.10776082843564186,0.02444004165070578,0.8685389801905813
gap,3,Linear,0.18417925612921676,0.06023147768298956,0.6874592474768559
gap,3,RF,0.10973191588099251,0.028467286344198702,0.852283433205219
gap,3,XGB,0.1028902016437837,0.025694293290729423,0.8666724764266758
gap,4,Linear,0.17977080808500143,0.055441810776564335,0.7326827540373575
gap,4,RF,0.11123509746584316,0.026604045684910645,0.8717264078437926
gap,4,XGB,0.10659798320735993,0.025500363282713986,0.8770479032285963
homo,0,Linear,0.1261089799211524,0.029715529593992634,0.8723989286474547
homo,0,RF,0.10215235760412023,0.02128735401660115,0.9085902484023591
homo,0,XGB,0.09901737326384898,0.020746836013774604,0.9109112797683943
homo,1,Linear,0.128104228456107,0.029520643435199983,0.8908633049917615
homo,1,RF,0.10612144840121705,0.023061260604522866,0.9147433974254
homo,1,XGB,0.10171551088633506,0.02142041688324552,0.9208095342004441
homo,2,Linear,0.11953435459223735,0.026913757875841687,0.8875741409033425
homo,2,RF,0.10418839841578648,0.021083196659334506,0.9119299316036025
homo,2,XGB,0.09904769209077097,0.019961460883128997,0.9166157175462842
homo,3,Linear,0.12786520388237643,0.030017995382835394,0.8847512326602153
homo,3,RF,0.10848048230618591,0.024127220818265096,0.9073678164322112
homo,3,XGB,0.1029008193388942,0.022098290124513767,0.9151575358485318
homo,4,Linear,0.12497820759765126,0.029247460424616144,0.8818633877609946
homo,4,RF,0.1068778663147107,0.022862115988324067,0.9076551299748873
homo,4,XGB,0.10023400396607789,0.021066502923518006,0.9149079868482228
lumo,0,Linear,0.18196267132733154,0.057940489667993283,0.827993790860189
lumo,0,RF,0.11747155366855533,0.031342798842689416,0.9069535648791596
lumo,0,XGB,0.10930811729127875,0.0260061051046633,0.9227964489223905
lumo,1,Linear,0.17341825169321345,0.05263182366329123,0.8515716489110928
lumo,1,RF,0.11662026157980408,0.029500634831866285,0.916804505726753
lumo,1,XGB,0.1106447173988753,0.027392738437005095,0.9227490382239941
lumo,2,Linear,0.17446675468034503,0.055227844028789747,0.836862230188976
lumo,2,RF,0.12002759518469586,0.03013055211954652,0.9109972304297217
lumo,2,XGB,0.11152050694642193,0.02572955640473268,0.9239973509031614
lumo,3,Linear,0.18153012123786125,0.056105767847568,0.8391931488976913
lumo,3,RF,0.11258709218288919,0.025924890670211812,0.9256956959367397
lumo,3,XGB,0.10727682087295773,0.02423910341668268,0.9305273941786198
lumo,4,Linear,0.1759994293279453,0.05263799252628381,0.8494574361346876
lumo,4,RF,0.11719319243836182,0.030189063187212317,0.913660480676091
lumo,4,XGB,0.11238705366607073,0.027720001059299348,0.9207219001041431
spectral_overlap,0,Linear,333.3002790078621,207721.55892504868,0.8847183867584711
spectral_overlap,0,RF,245.77753706033965,155466.7484669252,0.9137188375562452
spectral_overlap,0,XGB,229.76489420924997,137952.60672935902,0.9234388614406025
spectral_overlap,1,Linear,335.4173964796023,218256.57696640523,0.8655876657966876
spectral_overlap,1,RF,247.31932694879043,147917.4310606876,0.908905713382993
spectral_overlap,1,XGB,234.2248116315795,141049.6332072992,0.9131352158939414
spectral_overlap,2,Linear,326.4279656385321,202001.9534575172,0.8833736524169916
spectral_overlap,2,RF,245.1028567133134,141941.44594497714,0.9180497409660191
spectral_overlap,2,XGB,236.15655074981848,140899.10716122552,0.9186515379447727
spectral_overlap,3,Linear,319.3063773240392,183760.32502642935,0.8967443611505359
spectral_overlap,3,RF,239.0596644386541,134301.68491977587,0.9245353627179511
spectral_overlap,3,XGB,236.13448466437063,145765.42549881135,0.9180938424554973
spectral_overlap,4,Linear,327.1921697935366,205651.5158836819,0.8904095615816577
spectral_overlap,4,RF,246.68518165472133,145382.78002750545,0.9225264033030356
spectral_overlap,4,XGB,236.66549815087757,145203.2297103275,0.9226220845718711
delta_homo,0,Linear,0.057958404319091945,0.006048635395501739,0.5970936816226254
delta_homo,0,RF,0.04751200885044427,0.004691577163915672,0.6874888369197482
delta_homo,0,XGB,0.046954606572359246,0.004795698052225084,0.6805532289632618
delta_homo,1,Linear,0.05981121793095282,0.0077135591290613,0.5048500481566638
delta_homo,1,RF,0.049002486838188114,0.006303163416053771,0.5953863826413017
delta_homo,1,XGB,0.049169543017668633,0.006269718981425482,0.5975332528368296
delta_homo,2,Linear,0.060539696609113625,0.0067889983853162165,0.5325602598199842
delta_homo,2,RF,0.046852907932392274,0.004670561298062281,0.6784200207819933
delta_homo,2,XGB,0.045986941705715094,0.004618044712740743,0.6820359207431623
delta_homo,3,Linear,0.05868132340996795,0.007316663456102595,0.5063205260582437
delta_homo,3,RF,0.04749278862545391,0.005602982181092754,0.6219482675043899
delta_homo,3,XGB,0.04735382560420235,0.0055267200215331925,0.6270939275499705
delta_homo,4,Linear,0.056707784929480996,0.007182176717063624,0.5687795030862215
delta_homo,4,RF,0.04809088796316692,0.006221116986246091,0.626481878147858
delta_homo,4,XGB,0.04844627954853216,0.006191245178289768,0.6282753923397373
delta_lumo,0,Linear,0.07547143698658379,0.009354018016811756,0.5891572542455384
delta_lumo,0,RF,0.05342221827872742,0.0053909371432167485,0.7632218139704002
