mae,rmse,r2,split,target
0.051382020115852356,0.07478649612924103,0.9764942526817322,0,IP vs SHE (eV)
0.05101705715060234,0.07308459175171673,0.978143572807312,1,IP vs SHE (eV)
0.047328948974609375,0.06792272346691491,0.9799678921699524,2,IP vs SHE (eV)
0.04665086045861244,0.06842892378585479,0.9799128770828247,3,IP vs SHE (eV)
0.0474262610077858,0.06854906670440572,0.9792641997337341,4,IP vs SHE (eV)
