mae,rmse,r2,split,target
0.06203354522585869,0.09016473072433391,0.9784415364265442,0,EA vs SHE (eV)
0.057873521000146866,0.0820299557175029,0.9825052618980408,1,EA vs SHE (eV)
0.0586555190384388,0.08070704871127125,0.9808126091957092,2,EA vs SHE (eV)
0.059863872826099396,0.08187909433632538,0.9819942116737366,3,EA vs SHE (eV)
0.05592939257621765,0.07820644305885269,0.9829109907150269,4,EA vs SHE (eV)
