target,split,MAE,R2,RMSE
gap_extrapolated,0,0.0868791937828064,0.9116314883604822,0.1290601259872225
gap_extrapolated,1,0.084942951798439,0.8909299701441468,0.1434609632686797
gap_extrapolated,2,0.0856036245822906,0.8919010468560519,0.1375009571930773
gap_extrapolated,3,0.0874968618154525,0.910088403063858,0.1314600353866313
gap_extrapolated,4,0.0779344215989112,0.9245287175341445,0.117672358261279
delta_lumo,0,0.041689459234476,0.8480584171038639,0.0588165576930584
delta_lumo,1,0.0409548133611679,0.8492978500105443,0.0595136376764188
delta_lumo,2,0.0413483865559101,0.8233213086245788,0.0638150069064712
delta_lumo,3,0.0373213700950145,0.8732609853227238,0.0532015728093894
delta_lumo,4,0.0418435595929622,0.8417151820037938,0.0617332532748677
gap,0,0.0544081553816795,0.964449797990008,0.0811974692633102
gap,1,0.0579189099371433,0.9593093889879027,0.0890233428522722
gap,2,0.0537912771105766,0.9666514592947822,0.0787391809522904
gap,3,0.0534368343651294,0.9552995640110626,0.0928141755456952
gap,4,0.0569174848496913,0.968329457851084,0.0810462533630217
homo_extrapolated,0,0.0762671828269958,0.9563558560333508,0.1113251342706343
homo_extrapolated,1,0.0752868205308914,0.9440750629886098,0.1322304650411193
homo_extrapolated,2,0.0770762339234352,0.9522915121064944,0.115377979186114
homo_extrapolated,3,0.0716610848903656,0.9535044962987774,0.1214171482715412
homo_extrapolated,4,0.0745337456464767,0.95250109728658,0.1158681630745606
delta_homo,0,0.0415140390396118,0.7451633199660295,0.0618525512387893
delta_homo,1,0.0425177365541458,0.6508125892539254,0.0737544677530761
delta_homo,2,0.0418219491839408,0.7443383170772497,0.060935845642986
delta_homo,3,0.0385917574167251,0.7198291064707485,0.0644385147875069
delta_homo,4,0.0410516783595085,0.7212956624076422,0.068131854993104
lumo_extrapolated,0,0.0698366835713386,0.9671424764487808,0.100603671501279
lumo_extrapolated,1,0.0737369731068611,0.9669549023377148,0.1039430637324234
lumo_extrapolated,2,0.0735949650406837,0.959707866866386,0.1102012353040341
lumo_extrapolated,3,0.0692005455493927,0.9707562143948368,0.0962468292593425
lumo_extrapolated,4,0.0702295675873756,0.969030058040883,0.098727261295911
optical_lumo,0,0.051943801343441,0.9808472812393014,0.0744361454194241
optical_lumo,1,0.0543502829968929,0.9800362094139248,0.0792488181546156
optical_lumo,2,0.0519571788609027,0.9804854424307304,0.0758368724277281
optical_lumo,3,0.0497976839542388,0.9831381171876636,0.0727843150651866
optical_lumo,4,0.0552902482450008,0.9771341936728438,0.0837996914041932
lumo,0,0.0409229807555675,0.9903393093662772,0.0570457252330676
lumo,1,0.0417416170239448,0.9892562852263193,0.0617224260635772
lumo,2,0.0399682335555553,0.988638328146268,0.0620187338668279
lumo,3,0.042558554559946,0.9898663541792312,0.0594612945390045
lumo,4,0.0427152775228023,0.9881744720572748,0.064302858112523
homo,0,0.0474555306136608,0.979194559441078,0.0696070167193401
homo,1,0.0466036163270473,0.9825540812285204,0.0686948921136955
homo,2,0.0497305057942867,0.9775327688306386,0.0733379596158334
homo,3,0.0433522425591945,0.982359061166742,0.0677849923268546
homo,4,0.0443319901823997,0.9747456608115932,0.0790714689395773
spectral_overlap,0,142.34542846679688,0.972884279434006,221.0402430836973
spectral_overlap,1,139.37916564941406,0.9701714724147684,220.07971744631536
spectral_overlap,2,132.36306762695312,0.9749891368248856,208.13436540489897
spectral_overlap,3,138.1565399169922,0.973966613712623,215.24560825949504
spectral_overlap,4,124.37413787841795,0.976463148946894,210.16181451740945
delta_optical_lumo,0,0.0436869598925113,0.8336912785828905,0.0613693529247187
delta_optical_lumo,1,0.0468092188239097,0.8085808270104946,0.0676975226330406
delta_optical_lumo,2,0.0453472174704074,0.8200889400000196,0.0657172219238902
delta_optical_lumo,3,0.0441844426095485,0.8333276998514737,0.0615976449964122
delta_optical_lumo,4,0.0443645194172859,0.7955616499048792,0.0700995810991925
optical_lumo_extrapolated,0,0.0769284516572952,0.9511343088236764,0.111719568456306
optical_lumo_extrapolated,1,0.0767316967248916,0.9529497458324168,0.1125903518438182
optical_lumo_extrapolated,2,0.073626160621643,0.9525627041072106,0.1096696163947099
optical_lumo_extrapolated,3,0.077144481241703,0.9539135270531368,0.1127291618630161
optical_lumo_extrapolated,4,0.0770017579197883,0.951129006175522,0.1136438879318
