target,split,MAE,R2,RMSE
delta_homo,0,0.0430274792015552,0.7402678228439292,0.062443829045858
delta_homo,1,0.0477938987314701,0.5813677504741934,0.08075610859769
delta_homo,2,0.0439638309180736,0.7174716657773971,0.0640576541044773
delta_homo,3,0.0428727157413959,0.6672297650053194,0.070227342933539
delta_homo,4,0.0444314628839492,0.6973288521531391,0.0710008982957089
delta_lumo,0,0.0454875864088535,0.812340331437035,0.0653652222318441
delta_lumo,1,0.0465249121189117,0.8006501167705812,0.0684486317345182
delta_lumo,2,0.0457099862396717,0.8051062816306633,0.0670238935606469
delta_lumo,3,0.0442213378846645,0.8347200437650109,0.0607546329781036
delta_lumo,4,0.0441479086875915,0.8248485870452018,0.0649391116547159
gap,0,0.0671599879860878,0.94813521189198,0.0980748740716865
gap,1,0.0693082883954048,0.9469954870964,0.1016045629988863
gap,2,0.0662430524826049,0.9521512067769078,0.0943165636801891
gap,3,0.0647304058074951,0.9452704625163768,0.1026997351900232
gap,4,0.0659376382827758,0.9584434797506912,0.0928377881984801
optical_lumo_extrapolated,0,0.0942662805318832,0.9327274497732394,0.1310829416395682
optical_lumo_extrapolated,1,0.0839582756161689,0.9453941160469994,0.1212941633985512
optical_lumo_extrapolated,2,0.0840324535965919,0.9422464620290472,0.1210084391615942
optical_lumo_extrapolated,3,0.0835165157914161,0.9474144251331148,0.1204156269523036
optical_lumo_extrapolated,4,0.0882608816027641,0.934448630643718,0.1316168129662536
gap_extrapolated,0,0.0894548669457435,0.9028816344942154,0.1352988213283374
gap_extrapolated,1,0.099377654492855,0.8692802880538629,0.1570549259082461
gap_extrapolated,2,0.0952632129192352,0.8798901704435349,0.1449386679490025
gap_extrapolated,3,0.0978743433952331,0.8828465672897854,0.1500594654527136
gap_extrapolated,4,0.0918118506669998,0.9034064270575118,0.1331244129852999
homo,0,0.0565966665744781,0.9716118897092844,0.0813079118665682
homo,1,0.0580841787159442,0.9729944012004648,0.0854681756926075
homo,2,0.0581313818693161,0.9709353536964396,0.0834135433828262
homo,3,0.058039404451847,0.9709225861462364,0.0870263119543131
homo,4,0.052693173289299,0.9723493491355814,0.0827378989631772
lumo,0,0.0497944056987762,0.985732590301084,0.0693252716457383
lumo,1,0.0491780191659927,0.9856696750523968,0.0712842809040274
lumo,2,0.0525004155933856,0.9833385849966058,0.0751030746360508
lumo,3,0.0462189987301826,0.987862000518912,0.0650766298550495
lumo,4,0.0514213740825653,0.9836425616143089,0.0756271367076618
homo_extrapolated,0,0.0803596377372741,0.9504150666513718,0.1186602083590269
homo_extrapolated,1,0.0893928930163383,0.9229315067787428,0.1552269764132047
homo_extrapolated,2,0.079203262925148,0.9519868477929192,0.1157457916053957
homo_extrapolated,3,0.0792334824800491,0.9468620571105982,0.1298006629721744
homo_extrapolated,4,0.0829713121056556,0.9455035613314996,0.1241098876084316
spectral_overlap,0,161.82186889648438,0.9634932084682588,256.47651573779615
spectral_overlap,1,162.78408813476562,0.9573034672026336,263.3057870613557
spectral_overlap,2,160.7859649658203,0.9650490930037168,246.04167901495876
spectral_overlap,3,158.00315856933594,0.9678498759932012,239.19951955689623
spectral_overlap,4,161.14381408691406,0.9658042653917714,253.3177352654172
lumo_extrapolated,0,0.081509880721569,0.95752776364827,0.1143797077515523
lumo_extrapolated,1,0.0805287957191467,0.9575095320671148,0.1178657849751081
lumo_extrapolated,2,0.0811826661229133,0.9528612106245652,0.1191970621170496
lumo_extrapolated,3,0.0780895799398422,0.9614263965132486,0.1105388006557313
lumo_extrapolated,4,0.0802376121282577,0.9607413908056002,0.1111563687759571
optical_lumo,0,0.0614372976124286,0.9734653311514618,0.087614398917025
optical_lumo,1,0.0641721561551094,0.9720691974111888,0.0937374225762639
optical_lumo,2,0.0676237419247627,0.9707876457323832,0.0927864015455747
optical_lumo,3,0.0628943443298339,0.9733485694981604,0.0915050433239876
optical_lumo,4,0.0634772330522537,0.9698892027923804,0.0961635035985847
delta_optical_lumo,0,0.0498135536909103,0.7919793781163558,0.0686352510458715
delta_optical_lumo,1,0.0503603257238864,0.7824287108351086,0.0721740109723659
delta_optical_lumo,2,0.0519725307822227,0.758947268440003,0.0760687533510003
delta_optical_lumo,3,0.0496051236987113,0.7942738750019053,0.0684348166932588
delta_optical_lumo,4,0.0513036288321018,0.7583969929566363,0.076205341005555
