target,split,MAE,R2,RMSE
gap_extrapolated,0,0.0780569165945053,0.9252286697475808,0.1187164423922384
gap_extrapolated,1,0.0803207755088806,0.9134106021605402,0.1278242885497431
gap_extrapolated,2,0.0786013752222061,0.9045787914119674,0.1291865927249588
gap_extrapolated,3,0.0760706886649131,0.9199453541560616,0.1240449683956662
gap_extrapolated,4,0.0743881911039352,0.929306702018786,0.1138866214951316
delta_optical_lumo,0,0.0418744198977947,0.8388915931434167,0.0604022533064772
delta_optical_lumo,1,0.0402482599020004,0.8481028710334124,0.0603052111746374
delta_optical_lumo,2,0.0392841212451458,0.8488686412809694,0.0602320380227559
delta_optical_lumo,3,0.0427139103412628,0.8489639638749624,0.0586371261260295
delta_optical_lumo,4,0.0410649217665195,0.8140141781543894,0.0668612000340447
optical_lumo_extrapolated,0,0.0704995915293693,0.9592614676920356,0.1020069849682331
optical_lumo_extrapolated,1,0.0698426514863967,0.9586604752411348,0.1055365582879995
optical_lumo_extrapolated,2,0.0687664896249771,0.9581106381546552,0.103057174522183
optical_lumo_extrapolated,3,0.0696595013141632,0.960845216798197,0.1039063170439998
optical_lumo_extrapolated,4,0.0674658045172691,0.9579813071186504,0.1053760129683622
homo_extrapolated,0,0.0704243257641792,0.9595058573880472,0.1072324773758675
homo_extrapolated,1,0.0696515366435051,0.9547895595105071,0.1188907700248352
homo_extrapolated,2,0.0657754465937614,0.9635925243324612,0.100790681138956
homo_extrapolated,3,0.0709364935755729,0.9538214229702884,0.1210026321307109
homo_extrapolated,4,0.0680553019046783,0.958956654755146,0.1077069444777423
optical_lumo,0,0.0477328449487686,0.984330845163732,0.0673273383409105
optical_lumo,1,0.0444342978298664,0.9862541313498968,0.06575933017024
optical_lumo,2,0.0419638790190219,0.9869838131179464,0.0619359698932999
optical_lumo,3,0.0438751876354217,0.9865125219633332,0.0650953747852842
optical_lumo,4,0.0431954637169837,0.9837943548702064,0.0705476114904206
delta_homo,0,0.0390606075525283,0.76889325073022,0.0589023964605469
delta_homo,1,0.039945688098669,0.7029345442913614,0.0680275937748535
delta_homo,2,0.0390164628624916,0.7597208371934712,0.0590742299154864
delta_homo,3,0.0388010032474994,0.7105414523644891,0.065497871712649
delta_homo,4,0.039310298860073,0.7232577380122225,0.0678916049399289
delta_lumo,0,0.0368385799229145,0.8747565342519054,0.053399699275744
delta_lumo,1,0.0389526039361953,0.8664175946736649,0.0560313912406902
delta_lumo,2,0.0353614129126071,0.8700014236179708,0.0547393995336997
delta_lumo,3,0.0380097776651382,0.8649939759810347,0.0549092967897003
delta_lumo,4,0.0358936935663223,0.868821906197049,0.0561992076527218
spectral_overlap,0,109.37298583984376,0.9796845088962955,191.32620009750363
spectral_overlap,1,120.82173919677734,0.9755804148595412,199.12842315011184
spectral_overlap,2,113.84469604492188,0.978384694668015,193.4907236956077
spectral_overlap,3,112.45838165283205,0.982027646242974,178.84279715367347
spectral_overlap,4,122.32762145996094,0.9777231794405136,204.45899458999108
lumo_extrapolated,0,0.0673702433705329,0.9706982553785029,0.0950042743725136
lumo_extrapolated,1,0.0692785754799842,0.9694500570362252,0.0999418068855967
lumo_extrapolated,2,0.0615853816270828,0.9699754706189212,0.0951293316790376
lumo_extrapolated,3,0.065893068909645,0.9722657199598363,0.0937298862417712
lumo_extrapolated,4,0.0643242374062538,0.9739540985881616,0.090539184380302
gap,0,0.0459688678383827,0.974642215071346,0.0685767837790025
gap,1,0.0498354919254779,0.9693869887198524,0.0772164473568537
gap,2,0.0463284850120544,0.9744617825407036,0.0689045285639182
gap,3,0.04142602160573,0.974780999693692,0.0697143797823476
gap,4,0.0447301864624023,0.9778052288235084,0.0678469834624604
lumo,0,0.0335052795708179,0.9930466697459857,0.0483966647570862
lumo,1,0.0344200059771537,0.9924200102877428,0.051844187405565
lumo,2,0.0356988757848739,0.992083401537574,0.0517691563824614
lumo,3,0.0344067960977554,0.9929918426851276,0.0494485326829816
lumo,4,0.0355745777487754,0.9907492685172244,0.0568732507863757
homo,0,0.0408877879381179,0.9839234550560764,0.0611872475620581
homo,1,0.0357173308730125,0.987570968467778,0.0579823985766485
homo,2,0.0399437025189399,0.9846796684547264,0.0605603153170078
homo,3,0.0381693243980407,0.9867550529674984,0.0587351126907391
homo,4,0.0411112233996391,0.9791871686120828,0.0717823033338577
