target,split,MAE,R2,RMSE
optical_lumo_extrapolated,0,0.1124251186847686,0.9040153433657714,0.1565770600547925
optical_lumo_extrapolated,1,0.1172830387949943,0.8998516155345558,0.164263908191477
optical_lumo_extrapolated,2,0.1147652715444564,0.8976720356580813,0.1610732864476866
optical_lumo_extrapolated,3,0.1126687601208686,0.9056965066354266,0.1612550907292494
optical_lumo_extrapolated,4,0.1113257929682731,0.9037822381219338,0.159458664831045
delta_lumo,0,0.0566236786544323,0.7382781308302897,0.0771935970585632
delta_lumo,1,0.0502923876047134,0.7797924011724265,0.0719404119884873
delta_lumo,2,0.0569129288196563,0.7169128463308476,0.080777576439557
delta_lumo,3,0.0552609898149967,0.735096643256657,0.0769153526473056
delta_lumo,4,0.0531279928982257,0.7599422450795293,0.0760251704894537
delta_homo,0,0.0503943152725696,0.6718086022755686,0.0701924265701851
delta_homo,1,0.0498133674263954,0.592876432522709,0.0796383318025495
delta_homo,2,0.0520758740603923,0.6072164889159848,0.0755295046262189
delta_homo,3,0.0506660379469394,0.5594665735572074,0.080802248618025
delta_homo,4,0.0517476499080657,0.6215788900739339,0.0793900409944282
delta_optical_lumo,0,0.0634855479001998,0.688668003865752,0.0839664722922696
delta_optical_lumo,1,0.0625781193375587,0.6770200132474551,0.0879362332370414
delta_optical_lumo,2,0.0635572224855423,0.6726012049017314,0.0886520516928
delta_optical_lumo,3,0.0631997138261795,0.6819885612327253,0.0850851477377139
delta_optical_lumo,4,0.060598999261856,0.686522488353958,0.0868035401335505
optical_lumo,0,0.0932086408138275,0.9445224532756502,0.1266856089292286
optical_lumo,1,0.0990318283438682,0.9414409764983592,0.1357276140252535
optical_lumo,2,0.0901788622140884,0.945310874771636,0.1269555091634038
optical_lumo,3,0.0997956469655036,0.9328154615321516,0.1452845518348689
optical_lumo,4,0.0927030444145202,0.9428284811577934,0.1325070571369588
spectral_overlap,0,218.1163330078125,0.9416042125908344,324.37810692153687
spectral_overlap,1,240.8607482910156,0.9190850614537058,362.47534398907743
spectral_overlap,2,216.5106964111328,0.9424833985953724,315.6283910708921
spectral_overlap,3,199.54994201660156,0.9535105601034992,287.6379152902134
spectral_overlap,4,203.98159790039065,0.9506273175648918,304.3848176034738
lumo,0,0.0708287134766578,0.9706746824082,0.0993894692749417
lumo,1,0.0793204978108406,0.9645423098549516,0.1121297801119426
lumo,2,0.0715000107884407,0.9700588697501968,0.1006782996546089
lumo,3,0.079693853855133,0.9639744228318944,0.1121132587464604
lumo,4,0.0731338858604431,0.967157092915489,0.1071620008525194
lumo_extrapolated,0,0.1010288372635841,0.9348065486819396,0.1417093130100917
lumo_extrapolated,1,0.1056213900446891,0.9335090430429328,0.147442702877535
lumo_extrapolated,2,0.0993580371141433,0.9356888033378912,0.1392257736502222
lumo_extrapolated,3,0.1043972745537757,0.9279569683368896,0.151065618298566
lumo_extrapolated,4,0.103889413177967,0.9349496455622076,0.1430842157417034
homo,0,0.0686559379100799,0.9591225504637864,0.0975677852481997
homo,1,0.0751867890357971,0.957226413484351,0.1075636058766594
homo,2,0.0841593071818351,0.9408181834254276,0.1190277448187152
homo,3,0.0778984948992729,0.951082799778008,0.1128764896056904
homo,4,0.0772832036018371,0.9449027228002362,0.1167930162232528
homo_extrapolated,0,0.0967112556099891,0.935113746537302,0.1357396077521555
homo_extrapolated,1,0.1118985265493393,0.9072028787871812,0.1703319096660497
homo_extrapolated,2,0.0994288846850395,0.9259662455629294,0.143727535845627
homo_extrapolated,3,0.1078725308179855,0.9157824605058634,0.1634089417789402
homo_extrapolated,4,0.1064435467123985,0.9185542067148482,0.1517248297041878
gap,0,0.0885130763053894,0.9181674109302153,0.1231925949212062
gap,1,0.0928942412137985,0.908000684554408,0.1338594696896849
gap,2,0.0902866572141647,0.9104762152079956,0.1290095016917787
gap,3,0.0998273268342018,0.887498082795664,0.1472442626636874
gap,4,0.0944550260901451,0.9105789305403974,0.1361836999167814
gap_extrapolated,0,0.1251565665006637,0.83505928711465,0.1763223056568157
gap_extrapolated,1,0.1294853538274765,0.8038942737022039,0.1923650452595597
gap_extrapolated,2,0.1321102082729339,0.7891619234155249,0.1920301816955598
gap_extrapolated,3,0.1428722739219665,0.7732739054115856,0.2087548769449703
gap_extrapolated,4,0.1191730126738548,0.8395363604321004,0.171582069896331
