target,split,MAE,R2,RMSE
homo_extrapolated,0,0.164569154381752,0.822812601055384,0.2243089740270912
homo_extrapolated,1,0.1681970208883285,0.8107715674468639,0.2432327020430409
homo_extrapolated,2,0.1668091714382171,0.8143537894085836,0.2275978470862641
homo_extrapolated,3,0.1630164831876754,0.8331399415236346,0.2300121342267331
homo_extrapolated,4,0.1747389882802963,0.8071444874838097,0.2334739052294372
lumo_extrapolated,0,0.1573923975229263,0.8544916453444606,0.2117095171051875
lumo_extrapolated,1,0.1696049124002456,0.839432033342739,0.2291244563690953
lumo_extrapolated,2,0.162642553448677,0.844006956668858,0.2168347866829783
lumo_extrapolated,3,0.1502250283956527,0.8675989647327332,0.2047931052917704
lumo_extrapolated,4,0.15027816593647,0.8618316541080016,0.2085312628286555
delta_lumo,0,0.077793575823307,0.5469096313093189,0.1015672499206181
delta_lumo,1,0.0760609060525894,0.5828917109382675,0.0990104856805228
delta_lumo,2,0.0729603692889213,0.5906600253463471,0.0971343447146273
delta_lumo,3,0.0734165832400322,0.5577114635901235,0.0993852993438324
delta_lumo,4,0.0797622427344322,0.5523130746902374,0.1038213659200475
delta_homo,0,0.0665160715579986,0.4806646937320388,0.0882979412039798
delta_homo,1,0.0619196742773056,0.4751427495650262,0.0904231514020776
delta_homo,2,0.0638188496232032,0.4808228206332956,0.0868356007660837
delta_homo,3,0.0630024075508117,0.4453018297901951,0.0906697429995987
delta_homo,4,0.0646872296929359,0.4643708494894565,0.0944518451351541
spectral_overlap,0,314.8400573730469,0.8913647487944545,442.4316331366915
spectral_overlap,1,359.56512451171875,0.8299843693498508,525.4223301307245
spectral_overlap,2,320.5075378417969,0.8869357373066828,442.52941286427506
spectral_overlap,3,301.0349426269531,0.8973543082660322,427.404740848765
spectral_overlap,4,309.3307189941406,0.8957465096256738,442.3081328384094
optical_lumo_extrapolated,0,0.1541797518730163,0.8358670361493405,0.2047505805679213
optical_lumo_extrapolated,1,0.1670586019754409,0.8110664258579146,0.2256185252113884
optical_lumo_extrapolated,2,0.150006353855133,0.837982026197901,0.2026786301254466
optical_lumo_extrapolated,3,0.148671805858612,0.8504524080996723,0.2030669551224448
optical_lumo_extrapolated,4,0.1634958833456039,0.8116505026227262,0.2231016222142908
optical_lumo,0,0.1344446539878845,0.8843998066701179,0.1828722982337411
optical_lumo,1,0.1590199470520019,0.8501535514889064,0.2171173476395348
optical_lumo,2,0.1431075781583786,0.8753368992109425,0.1916770090460579
optical_lumo,3,0.1493364721536636,0.8646950270912017,0.2061776793003663
optical_lumo,4,0.1503820717334747,0.8738580632994589,0.1968243829053936
delta_optical_lumo,0,0.0920838043093681,0.370905147015288,0.1193581572916352
delta_optical_lumo,1,0.0918508619070053,0.4191920000687064,0.1179224096947993
delta_optical_lumo,2,0.0859569981694221,0.4652873591319725,0.1132949335778674
delta_optical_lumo,3,0.0864094346761703,0.4249963635227745,0.11441097427269
delta_optical_lumo,4,0.0913136005401611,0.3852940277505372,0.1215536360156715
lumo,0,0.138821080327034,0.8934220819135962,0.1894753138339379
lumo,1,0.1616754829883575,0.8626426038332575,0.2206946346033935
lumo,2,0.1167489290237426,0.92659917812751,0.1576348506385275
lumo,3,0.1414547711610794,0.8823751222385098,0.2025821106647715
lumo,4,0.1572484970092773,0.8725280326997034,0.2111190173841235
gap_extrapolated,0,0.2100447416305542,0.5849465164172499,0.2797018596223542
gap_extrapolated,1,0.2207543551921844,0.51591319336673,0.3022335339526465
gap_extrapolated,2,0.1904415041208267,0.6031319859227869,0.2634620255290942
gap_extrapolated,3,0.2189924716949463,0.5272588687224922,0.3014377143102964
gap_extrapolated,4,0.2122241407632827,0.5647341829323214,0.2825926547946227
gap,0,0.1573942750692367,0.7591069188514664,0.211365266028747
gap,1,0.1843095868825912,0.6526122159838219,0.2601142064622761
gap,2,0.16065414249897,0.7492823091309118,0.2158961874725721
gap,3,0.1779751628637313,0.6773467136783693,0.2493598162060755
gap,4,0.1958159655332565,0.6739083656714753,0.2600608811258188
homo,0,0.1234036684036254,0.8802976527540525,0.1669613268706992
homo,1,0.1413438320159912,0.8603150447577088,0.1943803381876795
homo,2,0.125386968255043,0.8844461961508063,0.1663206495931795
homo,3,0.1272230595350265,0.8866293998084805,0.1718394665400137
homo,4,0.1325496137142181,0.8678144433914965,0.1809021798185186
