target,split,MAE,R2,RMSE
bandgap_chain,0,0.4163130521774292,0.8373297802754284,0.5873950377506993
bandgap_chain,1,0.3822720646858215,0.8724658952366218,0.5045933733108484
bandgap_chain,2,0.3703351616859436,0.8736152715980285,0.5172773530935784
bandgap_chain,3,0.3923914134502411,0.8451290839884397,0.5610095782711758
bandgap_chain,4,0.394573450088501,0.8436396626337361,0.5697250737591563
