target,split,MAE,R2,RMSE
spectral_overlap,0,267.4672546386719,0.9202263655118208,379.13202680596635
spectral_overlap,1,283.7357177734375,0.8914252063542366,419.88331712512706
spectral_overlap,2,260.6121826171875,0.9224177749345968,366.573087016764
spectral_overlap,3,243.0398712158203,0.9307416153360552,351.0792400762255
spectral_overlap,4,274.9644775390625,0.9137384538256432,402.3353894762428
delta_optical_lumo,0,0.0732789188623428,0.5641175044070442,0.0993524866573339
delta_optical_lumo,1,0.0796774178743362,0.5258931475731428,0.106541345305972
delta_optical_lumo,2,0.0749303624033927,0.5663006907854614,0.1020339331339818
delta_optical_lumo,3,0.0703691989183425,0.6164682504959816,0.0934400501190287
delta_optical_lumo,4,0.0742521435022354,0.5777044538998346,0.1007494061085138
optical_lumo_extrapolated,0,0.1335139274597168,0.8708844771591401,0.1816002585564675
optical_lumo_extrapolated,1,0.1369550824165344,0.8638419973033032,0.1915321908903732
optical_lumo_extrapolated,2,0.132790058851242,0.8688084325634035,0.1823808803688859
optical_lumo_extrapolated,3,0.1332224607467651,0.872030842696308,0.1878461027631075
optical_lumo_extrapolated,4,0.1341155022382736,0.8762987921804127,0.1808037604393215
lumo,0,0.1085769683122634,0.9321774225874438,0.1511493037620892
lumo,1,0.1035934761166572,0.9425794023149848,0.1426919978832667
lumo,2,0.0987764298915863,0.9390364998221375,0.1436602859324301
lumo,3,0.0991677641868591,0.9405055068227652,0.1440754158845896
lumo,4,0.0961950421333313,0.9475447607769788,0.1354298669237874
delta_homo,0,0.0545423924922943,0.629698598983381,0.0745597303454463
delta_homo,1,0.0563582889735698,0.531512973180289,0.085429491763246
delta_homo,2,0.0542673915624618,0.5993424714261317,0.0762828086354281
delta_homo,3,0.0563933886587619,0.5191532439443023,0.0844184447955517
delta_homo,4,0.0583695732057094,0.5293628477034659,0.0885363172803818
delta_lumo,0,0.0657984614372253,0.6704923464453625,0.0866151851759114
delta_lumo,1,0.069296047091484,0.6383415834320472,0.0921947197592424
delta_lumo,2,0.064394362270832,0.6665627914955368,0.087667327251483
delta_lumo,3,0.0654266625642776,0.6474937309345699,0.0887263722936229
delta_lumo,4,0.0661896914243698,0.6631879858520817,0.0900519901684789
optical_lumo,0,0.1182439103722572,0.9083609102852208,0.1628204800724023
optical_lumo,1,0.1287631094455719,0.8990584561057129,0.178199411208853
optical_lumo,2,0.1097679138183593,0.9187473974543222,0.1547460958010678
optical_lumo,3,0.1260382980108261,0.8934506589109066,0.1829616846761372
optical_lumo,4,0.1195191740989685,0.912511193680097,0.163917528542635
homo,0,0.093339629471302,0.9287765991849154,0.1287881498041229
homo,1,0.1101523339748382,0.9138195871704112,0.1526798794984354
homo,2,0.0999600291252136,0.9220473569844352,0.1366059041935464
homo,3,0.107240192592144,0.9211622913200236,0.1432978544837121
homo,4,0.1079854890704155,0.9090547803329992,0.1500519866064736
gap_extrapolated,0,0.1607955247163772,0.750942119405487,0.2166673513930456
gap_extrapolated,1,0.1649067103862762,0.7088546696105409,0.2343883033791567
gap_extrapolated,2,0.1643675714731216,0.6740218409986585,0.2387752103227678
gap_extrapolated,3,0.1755632609128952,0.6833062841717608,0.2467207112636005
gap_extrapolated,4,0.1546639055013656,0.7415797604369195,0.2177443292434518
homo_extrapolated,0,0.1294254809617996,0.886803389541272,0.1792862392420837
homo_extrapolated,1,0.1428535133600235,0.859248586387182,0.2097756832701996
homo_extrapolated,2,0.1187094897031784,0.9003313567440064,0.1667647960734811
homo_extrapolated,3,0.1457344740629196,0.8663364549478958,0.205864298578844
homo_extrapolated,4,0.1251558810472488,0.890522308412096,0.1759078205917486
gap,0,0.1256709098815918,0.8387515571834537,0.1729295522320056
gap,1,0.1235392689704895,0.8385171694620991,0.177345416191441
gap,2,0.1112517714500427,0.8686035256923976,0.1562947328430812
gap,3,0.1131160706281662,0.8449979749876521,0.1728331776987342
gap,4,0.1203445643186569,0.8669971876763383,0.1660869893791185
lumo_extrapolated,0,0.1266845911741256,0.8963877079068058,0.1786495999827952
lumo_extrapolated,1,0.1386671811342239,0.8873913990022251,0.191879145658235
lumo_extrapolated,2,0.1216386035084724,0.9005279795461383,0.1731517200731112
lumo_extrapolated,3,0.1226029172539711,0.9041147010829672,0.1742792383741017
lumo_extrapolated,4,0.1396517902612686,0.8838510767828954,0.1911940955907093
