target,split,test/mae,test/r2,test/rmse
Li Diffusivity,0,4.104636186497146e-09,1.0,5.42465228292599e-09
Li Diffusivity,1,4.448125867639874e-09,1.0,5.67140379104103e-09
Li Diffusivity,2,4.209487425299585e-09,1.0,5.317152051986795e-09
Li Diffusivity,3,4.3942955940678985e-09,1.0,5.666439761853326e-09
Li Diffusivity,4,4.3295056428860335e-09,1.0,5.762594845748481e-09
