target,split,test/mae,test/r2,test/rmse
optical_lumo,0,0.14230675995349884,0.8668721318244934,0.19624675810337067
optical_lumo,1,0.14530351758003235,0.8595541715621948,0.21019726991653442
optical_lumo,2,0.4742347002029419,-693.4317626953125,14.306020736694336
optical_lumo,3,0.13132886588573456,0.8936411738395691,0.1827974170446396
optical_lumo,4,0.13735340535640717,0.8890478014945984,0.18459452688694
