split,target,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
0,phase_label,0.2769173383712768,0.2317957133054733,0.4101907610893249
1,phase_label,0.2421611696481704,0.2258071154356002,0.4343049228191376
2,phase_label,0.1623830199241638,0.138918399810791,0.4683054685592651
3,phase_label,0.167755588889122,0.156358540058136,0.5420293807983398
4,phase_label,0.312179684638977,0.2989157438278198,0.4041091799736023
