target,split,test/mae,test/r2,test/rmse
Poly Diffusivity,0,2.885283123532645e-09,1.0,3.994244490712617e-09
Poly Diffusivity,1,3.3234717200514297e-09,1.0,4.682344290074525e-09
Poly Diffusivity,2,3.2436746622011015e-09,1.0,4.395241059995669e-09
Poly Diffusivity,3,3.038371332308998e-09,1.0,4.205912951249502e-09
Poly Diffusivity,4,3.080444122005588e-09,1.0,4.430437350322336e-09
