target,split,test/mae,test/r2,test/rmse
gap_extrapolated,0,0.07992243021726608,0.9231212139129639,0.12037800997495651
gap_extrapolated,1,0.07943610846996307,0.9084665775299072,0.1314225196838379
gap_extrapolated,2,0.08194370567798615,0.8940825462341309,0.1361066848039627
gap_extrapolated,3,0.07779987156391144,0.9256263971328735,0.11956232041120529
gap_extrapolated,4,0.07903492450714111,0.9288605451583862,0.11424542963504791
