target,split,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
Class,0,0.9777328968048096,0.9728817343711853,0.9996230006217957
Class,1,0.9807238578796387,0.9803138971328735,0.9996030926704407
Class,2,0.9692782759666443,0.9716459512710571,0.9998653531074524
Class,3,0.9794393181800842,0.9816522598266602,0.9997127652168274
Class,4,0.9929904937744141,0.992445707321167,0.9995269179344177
