target,split,test/mae,test/r2,test/rmse
Poly Diffusivity,0,2.9509445997888406e-09,1.0,4.082774118785437e-09
Poly Diffusivity,1,3.4639042745254756e-09,1.0,4.863429658996665e-09
Poly Diffusivity,2,3.2156886042855604e-09,1.0,4.418355015189945e-09
Poly Diffusivity,3,3.1541214084995772e-09,1.0,4.499948413894117e-09
Poly Diffusivity,4,3.130250059157902e-09,1.0,4.454465685199693e-09
