target,split,test/mae,test/r2,test/rmse
gap_extrapolated,0,0.0803687646985054,0.9215653538703918,0.1215899959206581
gap_extrapolated,1,0.0803946331143379,0.8922471404075623,0.1425917297601699
gap_extrapolated,2,0.0766593068838119,0.9098703861236572,0.1255537122488021
gap_extrapolated,3,0.0764332860708236,0.9281251430511476,0.1175367087125778
gap_extrapolated,4,0.0734198689460754,0.9289351105690002,0.1141855642199516
gap,0,0.0430765897035598,0.9781757593154908,0.0636189058423042
gap,1,0.0445650145411491,0.9718860983848572,0.073997251689434
gap,2,0.0418366901576519,0.9774618148803712,0.0647307187318801
gap,3,0.0429964326322078,0.969476878643036,0.0766960233449935
gap,4,0.0441679395735263,0.9783623218536376,0.0669901221990585
homo_extrapolated,0,0.0714020505547523,0.9619743824005128,0.1039123907685279
homo_extrapolated,1,0.0688859820365905,0.946811318397522,0.128954991698265
homo_extrapolated,2,0.067214548587799,0.96309232711792,0.1014800518751144
homo_extrapolated,3,0.0715932473540306,0.959955394268036,0.1126793175935745
homo_extrapolated,4,0.066096730530262,0.963705837726593,0.1012851670384407
optical_lumo,0,0.0422972850501537,0.9866427183151244,0.0621623285114765
optical_lumo,1,0.0426402315497398,0.9858691096305848,0.0666741281747818
optical_lumo,2,0.0422802008688449,0.9867525100708008,0.0624843575060367
optical_lumo,3,0.0401961021125316,0.9872928857803344,0.063183955848217
optical_lumo,4,0.0449108555912971,0.983470857143402,0.0712485685944557
lumo,0,0.0341814011335372,0.9932008981704712,0.047856792807579
lumo,1,0.03518508374691,0.9925368428230286,0.0514430962502956
lumo,2,0.0352852717041969,0.9914056658744812,0.0539395920932292
lumo,3,0.0327684208750724,0.9934481978416444,0.0478114746510982
lumo,4,0.0348947681486606,0.9906529784202576,0.0571684911847114
homo,0,0.0379470847547054,0.9857153296470642,0.0576767474412918
homo,1,0.0399240776896476,0.9850517511367798,0.0635858327150344
homo,2,0.0397119633853435,0.9858945608139038,0.0581097528338432
homo,3,0.0364212729036808,0.9867916703224182,0.0586548410356044
homo,4,0.0367271639406681,0.9825313091278076,0.0657649338245391
spectral_overlap,0,117.61467742919922,0.980701744556427,186.47450256347656
spectral_overlap,1,125.68262481689452,0.9753799438476562,199.94427490234375
spectral_overlap,2,116.94463348388672,0.9801086187362672,185.61456298828125
spectral_overlap,3,112.6017837524414,0.9823336601257324,177.3138427734375
spectral_overlap,4,121.80615997314452,0.981107234954834,188.29014587402344
delta_optical_lumo,0,0.0407353304326534,0.8467065095901489,0.0589190647006034
delta_optical_lumo,1,0.041891124099493,0.8416287899017334,0.0615769550204277
delta_optical_lumo,2,0.0410370901226997,0.8354023694992065,0.0628582239151001
delta_optical_lumo,3,0.039229467511177,0.8526139259338379,0.0579242743551731
delta_optical_lumo,4,0.0422829277813434,0.8038047552108765,0.068671815097332
