test/mae,test/rmse,test/r2,split,target
0.0202868040651083,0.030242495238780975,0.8209825158119202,0,TC
0.02102813869714737,0.033381976187229156,0.7127333283424377,1,TC
0.021643904969096184,0.03806217387318611,0.723244845867157,2,TC
0.021040894091129303,0.037162166088819504,0.6516929864883423,3,TC
0.020209604874253273,0.0320398174226284,0.7143872976303101,4,TC
