target,split,test/mae,test/r2,test/rmse,model
optical_lumo_extrapolated,0,0.12309907217900923,0.890410428565401,0.16730612747496326,Linear
optical_lumo_extrapolated,0,0.10329972854163502,0.9172799102864061,0.1453559222931096,RF
optical_lumo_extrapolated,0,0.09959255126226296,0.9268551133073815,0.13668448427111612,XGB
optical_lumo_extrapolated,1,0.12720048630603342,0.8910707138210203,0.17131386239231958,Linear
optical_lumo_extrapolated,1,0.1025597800898192,0.9215018869931907,0.14542858761626795,RF
optical_lumo_extrapolated,1,0.09819447417280736,0.9288247979211799,0.13847919563904018,XGB
optical_lumo_extrapolated,2,0.12135726864836464,0.8903944190383503,0.16670272523307708,Linear
optical_lumo_extrapolated,2,0.09803070815051992,0.9241418286541513,0.13868438026283603,RF
optical_lumo_extrapolated,2,0.0962074909892801,0.9262472935536568,0.1367462251109805,XGB
optical_lumo_extrapolated,3,0.12418384564536204,0.8938994965981225,0.1710441620432943,Linear
optical_lumo_extrapolated,3,0.09842944827201815,0.9271558476826034,0.14172513535154302,RF
optical_lumo_extrapolated,3,0.09729757949954365,0.9316827791627068,0.1372507192263142,XGB
optical_lumo_extrapolated,4,0.12272230034712774,0.893324223146522,0.16790104879049303,Linear
optical_lumo_extrapolated,4,0.10066067022229871,0.9177255030494359,0.14745283252176036,RF
optical_lumo_extrapolated,4,0.10070923447009907,0.9163701271034741,0.14866242753744852,XGB
