target,split,test/mae,test/r2,test/rmse
homo,0,0.06690982729196548,0.9611861705780029,0.09507331252098083
homo,1,0.08011403679847717,0.9550332427024841,0.11028348654508591
homo,2,0.06399217993021011,0.9237878918647766,0.13507282733917236
homo,3,0.06314314156770706,0.9679970741271973,0.09130076318979263
homo,4,0.06445346027612686,0.9609197378158569,0.09836556762456894
