target,split,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
Class,0,0.9811965227127075,0.9783164858818054,0.999024510383606
Class,1,0.9867469668388367,0.9860074520111084,0.9998575448989868
Class,2,0.9617604613304138,0.9707381129264832,0.990790069103241
Class,3,0.9721517562866211,0.9668547511100769,0.9991003274917603
Class,4,0.972968578338623,0.9786444902420044,0.998778760433197
