test/mae,test/rmse,test/r2,split,target
0.0549793355166912,0.0814348980784416,0.9715232253074646,0,homo
0.0610941015183925,0.0987356230616569,0.9639572501182556,1,homo
0.0555101111531257,0.0841229781508445,0.9704391360282898,2,homo
0.059652604162693,0.085288181900978,0.9720733761787416,3,homo
0.0572906956076622,0.0906474888324737,0.9668118357658386,4,homo
0.0576293841004371,0.0774960294365882,0.7348016500473022,0,delta_optical_lumo
0.0621727146208286,0.0856112688779831,0.6938729286193848,1,delta_optical_lumo
0.0632512345910072,0.0890547335147857,0.6696202754974365,2,delta_optical_lumo
0.0590011589229106,0.081988051533699,0.7047184109687805,3,delta_optical_lumo
0.060610931366682,0.0873097777366638,0.682855486869812,4,delta_optical_lumo
0.0822375491261482,0.120850421488285,0.948567509651184,0,homo_extrapolated
0.0884909108281135,0.1442469656467437,0.9334487915039062,1,homo_extrapolated
0.0842179059982299,0.123153455555439,0.9456438422203064,2,homo_extrapolated
0.0898521915078163,0.142821580171585,0.9356655478477478,3,homo_extrapolated
0.0849670320749282,0.1255584359169006,0.9442253112792968,4,homo_extrapolated
