test/mae,test/rmse,test/r2,split,target
0.039776287972927,0.0601829290390014,0.9895164966583252,0,EA vs SHE (eV)
0.0409159809350967,0.0625729486346244,0.9892658591270448,1,EA vs SHE (eV)
0.0408948808908462,0.0640198737382888,0.9880181550979614,2,EA vs SHE (eV)
0.0407421141862869,0.0614224895834922,0.989617884159088,3,EA vs SHE (eV)
0.0403717122972011,0.0625922083854675,0.9890718460083008,4,EA vs SHE (eV)
0.0365247391164302,0.0572557896375656,0.9858790040016174,0,IP vs SHE (eV)
0.0396330691874027,0.0615175925195217,0.9844068884849548,1,IP vs SHE (eV)
0.03848123177886,0.0611886009573936,0.9837583899497986,2,IP vs SHE (eV)
0.0374637059867382,0.060400404036045,0.9847223162651062,3,IP vs SHE (eV)
0.0373155251145362,0.0591624788939952,0.9842516779899596,4,IP vs SHE (eV)
