target,split,test/mae,test/r2,test/rmse,model
optical_lumo,0,0.11853833033772737,0.9065752655437767,0.16439916063319984,Linear
optical_lumo,0,0.06570621756241879,0.9719562227647788,0.09007140020376779,RF
optical_lumo,0,0.06809915733194284,0.9689355760529317,0.09479824821867337,XGB
optical_lumo,1,0.11768705163507391,0.9197020470855254,0.15893645699390146,Linear
optical_lumo,1,0.07104047764069063,0.9679545820221285,0.10040475042561,RF
optical_lumo,1,0.07197197155247849,0.9682087639589674,0.10000575604385445,XGB
optical_lumo,2,0.1158150234675862,0.9178548084571954,0.15559374534867096,Linear
optical_lumo,2,0.06456666767997868,0.9744327696501661,0.08680463270418369,RF
optical_lumo,2,0.06364921959816018,0.9749845569414428,0.08586282263732861,XGB
optical_lumo,3,0.113897232198837,0.9255296441504907,0.15295950454632476,Linear
optical_lumo,3,0.06380707113814152,0.9749270094735055,0.08875397687212364,RF
optical_lumo,3,0.06573843539480743,0.9745030380841844,0.0895012233030104,XGB
optical_lumo,4,0.1185153835041116,0.91055503776238,0.16573991030929647,Linear
optical_lumo,4,0.06679990103519932,0.9667863694879514,0.10099673447301173,RF
optical_lumo,4,0.06715127071492819,0.9670490215635319,0.10059660275693012,XGB
