target,split,test/mae,test/r2,test/rmse
Conductivity,0,1.559340671519749e-05,1.0,2.1165533325984143e-05
Conductivity,1,1.6939471606747247e-05,1.0,2.3169013729784638e-05
Conductivity,2,1.702225927147083e-05,1.0,2.2877535229781643e-05
Conductivity,3,1.5901245205895975e-05,1.0,2.12735467357561e-05
Conductivity,4,1.6517478798050433e-05,1.0,2.299670632055495e-05
