target,split,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
Class,0,0.9887464046478271,0.9832334518432617,0.9994989633560181
Class,1,0.9771897792816162,0.9758387804031372,0.9993064999580383
Class,2,0.9800930023193359,0.980164110660553,0.9996156692504883
Class,3,0.9802078008651733,0.9780296087265015,0.99965900182724
Class,4,0.9897474646568298,0.9914873838424683,0.9992780089378357
