test/mae,test/rmse,test/r2,split,target
2.914373631313083e-09,4.262485475692301e-09,0.8634241819381714,0,Poly Diffusivity
3.2933895610653963e-09,4.689751254005614e-09,0.8193988800048828,1,Poly Diffusivity
3.322265351712872e-09,4.553835086795743e-09,0.8570398092269897,2,Poly Diffusivity
3.011995097779163e-09,4.227647565357984e-09,0.852605402469635,3,Poly Diffusivity
2.965942380583897e-09,4.386526253341572e-09,0.8424232006072998,4,Poly Diffusivity
