test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.28748220205307007,0.21967428922653198,0.41156864166259766,0,phase_label
0.17529302835464478,0.1279001384973526,0.4381372332572937,1,phase_label
0.10516137629747391,0.12987957894802094,0.35399970412254333,2,phase_label
0.19036602973937988,0.18854208290576935,0.568682074546814,3,phase_label
0.36119967699050903,0.3417476713657379,0.3755618929862976,4,phase_label
