target,split,test/mae,test/r2,test/rmse
lumo,0,0.08839136362075806,0.9542311429977417,0.1241663321852684
lumo,1,0.09232977032661438,0.9477131366729736,0.13616392016410828
lumo,2,0.08822870999574661,0.846012532711029,0.2283201366662979
lumo,3,0.08868754655122757,0.9519623517990112,0.12946189939975739
lumo,4,0.09183438867330551,0.9523587226867676,0.12906590104103088
