target,split,test/mae,test/r2,test/rmse
bandgap_chain,0,0.3837776780128479,0.8624380230903625,0.5401632189750671
bandgap_chain,1,0.33136335015296936,0.8996031284332275,0.4477016031742096
bandgap_chain,2,0.3533264100551605,0.8864661455154419,0.4902738034725189
bandgap_chain,3,0.34516894817352295,0.8804720640182495,0.4928562641143799
bandgap_chain,4,0.35180190205574036,0.8841473460197449,0.49040478467941284
