target,split,test/mae,test/r2,test/rmse
homo_extrapolated,0,0.0844467282295227,0.9491133093833924,0.1202074214816093
homo_extrapolated,1,0.0816308110952377,0.934888243675232,0.1426784545183181
homo_extrapolated,2,0.077626496553421,0.9543442726135254,0.1128677725791931
homo_extrapolated,3,0.0844028368592262,0.9479073882102966,0.1285168677568435
homo_extrapolated,4,0.0752864480018615,0.9528374075889589,0.1154585406184196
gap,0,0.0586171932518482,0.9583747386932372,0.0878607407212257
gap,1,0.0590814352035522,0.9538507461547852,0.0948063433170318
gap,2,0.0561466924846172,0.965608298778534,0.0799609944224357
gap,3,0.0572494864463806,0.9539121985435486,0.0942434966564178
gap,4,0.0578783601522445,0.9646890163421632,0.0855775997042656
spectral_overlap,0,155.1143341064453,0.9680601954460144,239.8980407714844
spectral_overlap,1,150.69558715820312,0.966884434223175,231.88914489746097
spectral_overlap,2,158.58375549316406,0.9665594696998596,240.6667327880859
spectral_overlap,3,143.35601806640625,0.9724891781806946,221.26902770996097
spectral_overlap,4,153.61434936523438,0.9694671034812928,239.36669921875
delta_optical_lumo,0,0.0500493161380291,0.7836003303527832,0.0700039193034172
delta_optical_lumo,1,0.0489554516971111,0.8019304871559143,0.0688634663820266
delta_optical_lumo,2,0.0510151386260986,0.7692997455596924,0.0744173675775528
delta_optical_lumo,3,0.049979381263256,0.7827152609825134,0.0703310370445251
delta_optical_lumo,4,0.0524872876703739,0.7285003662109375,0.080782800912857
gap_extrapolated,0,0.1047890856862068,0.8740571737289429,0.154074415564537
gap_extrapolated,1,0.0977056175470352,0.8737198710441589,0.15436452627182
gap_extrapolated,2,0.0985589548945427,0.8688565492630005,0.1514499187469482
gap_extrapolated,3,0.0995529145002365,0.8896485567092896,0.1456377804279327
gap_extrapolated,4,0.0920732840895652,0.8960632085800171,0.1380919367074966
lumo,0,0.04708693921566,0.9868999719619752,0.066428504884243
lumo,1,0.0469140298664569,0.9868776202201844,0.0682137906551361
lumo,2,0.045580256730318,0.987278938293457,0.0656240656971931
lumo,3,0.0444746650755405,0.9875777959823608,0.065833956003189
lumo,4,0.0474010296165943,0.9845893383026124,0.0734058693051338
homo,0,0.0500532239675521,0.9778358340263368,0.0718440487980842
homo,1,0.0490268319845199,0.9791349768638612,0.0751231908798217
homo,2,0.0464369319379329,0.9805393815040588,0.0682549253106117
homo,3,0.0510612353682518,0.9780835509300232,0.0755552649497985
homo,4,0.0484693944454193,0.9735018610954284,0.0809975937008857
optical_lumo,0,0.0570763610303401,0.975738286972046,0.0837778002023696
optical_lumo,1,0.0608396120369434,0.9695507884025574,0.0978725105524063
optical_lumo,2,0.0579341538250446,0.9764259457588196,0.0833529904484748
optical_lumo,3,0.0620795562863349,0.9706069231033324,0.0960960537195205
optical_lumo,4,0.0636700093746185,0.9684672355651855,0.0984082892537117
