split,target,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
0,phase_label,0.28748220205307,0.2196753621101379,0.3812456130981445
1,phase_label,0.1707509160041809,0.1217320039868354,0.4261882305145263
2,phase_label,0.1521681845188141,0.1540902853012085,0.4160375595092773
3,phase_label,0.186490312218666,0.169170081615448,0.632258415222168
4,phase_label,0.2886880040168762,0.2858097553253174,0.4603317677974701
