test/mae,test/rmse,test/r2,split,target
0.1296737939119339,0.1699269711971283,0.8756199479103088,0,IP vs SHE (eV)
0.1298394650220871,0.17203231155872345,0.878057599067688,1,IP vs SHE (eV)
0.12838153541088104,0.16959166526794434,0.8752337098121643,2,IP vs SHE (eV)
0.12421055138111115,0.16470901668071747,0.8863908648490906,3,IP vs SHE (eV)
0.1233198270201683,0.16292761266231537,0.8805651068687439,4,IP vs SHE (eV)
