test/mae,test/rmse,test/r2,split,target
6.385125317365237e-09,9.1530081292035e-09,0.6271690726280212,0,TFSI Diffusivity
6.4406693311980234e-09,8.931419159807774e-09,0.6367113590240479,1,TFSI Diffusivity
6.712847611112238e-09,9.252442367824187e-09,0.6592567563056946,2,TFSI Diffusivity
6.673559482806013e-09,9.136068790382978e-09,0.5942742824554443,3,TFSI Diffusivity
6.781504247044268e-09,9.590493732503091e-09,0.626183032989502,4,TFSI Diffusivity
