target,split,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
Class,0,0.9854626059532166,0.9815254211425781,0.9992584586143494
Class,1,0.9639488458633423,0.968948245048523,0.9985198974609375
Class,2,0.9752429723739624,0.9780963659286499,0.999788761138916
Class,3,0.96098393201828,0.9694939851760864,0.999607503414154
Class,4,0.9888362288475037,0.9882171154022217,0.9991649985313416
