test/mae,test/rmse,test/r2,split,target
0.1180950254201889,0.16052180528640747,0.8890073299407959,0,IP vs SHE (eV)
0.11848922818899155,0.16054600477218628,0.893797755241394,1,IP vs SHE (eV)
0.11556284874677658,0.15965768694877625,0.8894221782684326,2,IP vs SHE (eV)
0.11439277976751328,0.15609975159168243,0.8979570865631104,3,IP vs SHE (eV)
0.11052555590867996,0.15251858532428741,0.8953384160995483,4,IP vs SHE (eV)
