test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.9884206056594849,0.9868583679199219,0.9998923540115356,0,Class
0.9743021130561829,0.9722658395767212,0.9990562796592712,1,Class
0.9702534079551697,0.9748081564903259,0.9997469186782837,2,Class
0.9827591776847839,0.9818604588508606,0.9995887875556946,3,Class
0.9897390604019165,0.9883342981338501,0.9993862509727478,4,Class
