test/mae,test/rmse,test/r2,split,target
0.0920516476035118,0.1311181783676147,0.9394565224647522,0,homo_extrapolated
0.1048163920640945,0.1642768234014511,0.9136831760406494,1,homo_extrapolated
0.0976326465606689,0.2239087373018264,0.8203209638595581,2,homo_extrapolated
0.0932539030909538,0.1414918750524521,0.9368579387664796,3,homo_extrapolated
0.0924629941582679,0.1349520236253738,0.9355676174163818,4,homo_extrapolated
0.0595018453896045,0.080222837626934,0.7158105373382568,0,delta_optical_lumo
0.0606070570647716,0.0846225768327713,0.7009028196334839,1,delta_optical_lumo
0.0592726394534111,0.083197496831417,0.711650013923645,2,delta_optical_lumo
0.0587096251547336,0.07994294911623,0.7192656993865967,3,delta_optical_lumo
0.0596340931951999,0.0865073502063751,0.6886581182479858,4,delta_optical_lumo
