target,split,test/mae,test/r2,test/rmse,model
optical_lumo,0,0.11545876454965733,0.9134915184412855,0.15819691292020482,Linear
optical_lumo,0,0.08041805002425825,0.9529424603593935,0.11667646648717736,RF
optical_lumo,0,0.07577091896778741,0.9592123817698215,0.10862576115578389,XGB
optical_lumo,1,0.11978556164242547,0.9196772994190212,0.1589609470542187,Linear
optical_lumo,1,0.08103223340125477,0.9552108557155401,0.11870190073928141,RF
optical_lumo,1,0.07960661003164436,0.9573034569036337,0.11589578666345757,XGB
optical_lumo,2,0.113016168257782,0.9136140975146604,0.15955943839129627,Linear
optical_lumo,2,0.07638083600484788,0.9616877005711196,0.1062600878918511,RF
optical_lumo,2,0.07486998074676803,0.9636081449324307,0.10356265094904708,XGB
optical_lumo,3,0.11544055682747989,0.9211602500552911,0.15738283810869702,Linear
optical_lumo,3,0.07683113272085232,0.9608048710366723,0.11096877773628912,RF
optical_lumo,3,0.07373008187246545,0.966697909784753,0.10228701386859677,XGB
optical_lumo,4,0.11669207700470528,0.9204493480475952,0.15630433698488158,Linear
optical_lumo,4,0.08040188457471305,0.95277345933505,0.12043209030451424,RF
optical_lumo,4,0.07805511316758337,0.9570713882171742,0.11482133162985277,XGB
