test/mae,test/rmse,test/r2,split,target
0.04138951003551483,0.07298468798398972,0.9844595789909363,0,EA vs SHE (eV)
0.057543180882930756,0.09357064962387085,0.9752470254898071,1,EA vs SHE (eV)
0.038374029099941254,0.07302327454090118,0.9863793849945068,2,EA vs SHE (eV)
0.03984038904309273,0.07138565927743912,0.9851235747337341,3,EA vs SHE (eV)
0.03985832631587982,0.07762888073921204,0.9831770062446594,4,EA vs SHE (eV)
