target,split,test/mae,test/r2,test/rmse
Transference Number,0,0.16334621608257294,0.35593128204345703,0.215445414185524
Transference Number,1,0.17101295292377472,0.3788657784461975,0.2291485071182251
Transference Number,2,0.16460037231445312,0.39670413732528687,0.21947357058525085
Transference Number,3,0.17033207416534424,0.42695748805999756,0.2295958548784256
Transference Number,4,0.15848711133003235,0.3584541082382202,0.21664202213287354
