test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.09259258955717087,0.00649772584438324,0.3580237627029419,0,phase_label
0.11728395521640778,0.014722387306392193,0.4270375967025757,1,phase_label
0.0014234875561669469,0.0026578071992844343,0.3250747323036194,2,phase_label
0.0,0.0,0.2811034619808197,3,phase_label
0.09191176295280457,0.024084778502583504,0.24743203818798065,4,phase_label
