target,split,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
Class,0,0.9388235807418823,0.9397386312484741,0.9991886019706726
Class,1,0.9436637759208679,0.951988160610199,0.9992491006851196
Class,2,0.9479484558105469,0.9552913308143616,0.9992312788963318
Class,3,0.9373550415039062,0.939833402633667,0.9994009137153625
Class,4,0.9610790610313416,0.9659825563430786,0.999504029750824
