target,split,test/mae,test/r2,test/rmse,model
TC,0,0.03254506965210364,0.5011623116948887,0.05048349238317641,Linear
TC,0,0.020712729007507095,0.7552854709163705,0.03535897277184808,RF
TC,0,0.021439220068059893,0.744985958478241,0.03609539587469977,XGB
TC,1,0.02900710500910648,0.46033292223753797,0.0457543641670243,Linear
TC,1,0.01924298420593333,0.7281494788206615,0.032473914808664704,RF
TC,1,0.02114239762552372,0.6614098680164653,0.03624154556346164,XGB
TC,2,0.029448330770373073,0.4937129753266922,0.051480658723580035,Linear
TC,2,0.02188444993117142,0.6453175312683717,0.04308891495370756,RF
TC,2,0.022031703672066243,0.6436875237430044,0.043187812914563146,XGB
TC,3,0.0229927490080522,0.7156792959850523,0.03357559384259942,Linear
TC,3,0.018437516207999997,0.809059216591819,0.027514955184991714,RF
TC,3,0.020981779239772198,0.759976693831934,0.030849360563536623,XGB
TC,4,0.031405534520372765,0.5085953199880029,0.042026310804042656,Linear
TC,4,0.020450334047476197,0.7463075597563404,0.030196415098818045,RF
TC,4,0.023764870068897867,0.7025186020452521,0.032698778599165645,XGB
