target,split,test/accuracy,test/f1,test/roc_auc,model
Class,0,0.962171052631579,0.9456997609725397,0.9975214141582714,LogReg
Class,0,0.9654605263157895,0.9572423502224441,0.9990564101696953,RF
Class,0,0.9769736842105263,0.9694104624552577,0.9993883658730592,XGB
