target,split,test/mae,test/r2,test/rmse
TC,0,0.01870003528892994,0.8354017734527588,0.028999000787734985
TC,1,0.020406430587172508,0.7288256883621216,0.032433588057756424
TC,2,0.021342093124985695,0.7444878816604614,0.036572232842445374
TC,3,0.01963285729289055,0.6914286017417908,0.03497816249728203
TC,4,0.021212032064795494,0.5899680852890015,0.03838929533958435
