target,split,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
Class,0,0.9030704498291016,0.8835185766220093,0.9990699887275696
Class,1,0.9624725580215454,0.9662560820579529,0.9993260502815247
Class,2,0.9398956894874573,0.951372504234314,0.9994553923606873
Class,3,0.9583419561386108,0.9599403142929077,0.9995003938674927
Class,4,0.9606426954269409,0.9637823700904846,0.9989024996757507
