test/mae,test/rmse,test/r2,split,target
0.659562885761261,0.919209897518158,0.60163813829422,0,bandgap_chain
0.69505375623703,0.9440889358520508,0.5535541772842407,1,bandgap_chain
0.5643511414527893,0.7925707697868347,0.7032955884933472,2,bandgap_chain
0.5518885254859924,0.7558639049530029,0.7188642024993896,3,bandgap_chain
0.5995492339134216,0.8635241389274597,0.6407924294471741,4,bandgap_chain
