test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.9661663770675659,0.9737443923950195,0.9998368620872498,0,Class
0.9692278504371643,0.971523642539978,0.9995912909507751,1,Class
0.9591022729873657,0.9685803651809692,0.9994662404060364,2,Class
0.9630485773086548,0.9673485159873962,0.9990569353103638,3,Class
0.9710292816162109,0.9750462770462036,0.9991775751113892,4,Class
