test/mae,test/rmse,test/r2,split,target
3.041943141823822e-09,4.307284307003556e-09,0.8605382442474365,0,Poly Diffusivity
3.39846417674039e-09,4.990928115233828e-09,0.7954574823379517,1,Poly Diffusivity
3.1923692578317286e-09,4.469001169127296e-09,0.8623166084289551,2,Poly Diffusivity
3.163937112304893e-09,4.376144779882907e-09,0.8420689702033997,3,Poly Diffusivity
3.2331837207522085e-09,4.792278573972908e-09,0.8119232654571533,4,Poly Diffusivity
