target,split,model,mae,mse,r2
Conductivity,0,Linear,1.6992832832512243e-05,5.150228513917544e-10,0.5670203253859192
Conductivity,0,RF,1.5903068067226887e-05,4.697237674865185e-10,0.6051032620101929
Conductivity,0,XGB,1.7071113667914473e-05,5.760078770368778e-10,0.5157502186541469
Conductivity,1,Linear,1.7692296608739678e-05,5.145758439683344e-10,0.5666603702401796
Conductivity,1,RF,1.6908899327731095e-05,5.052244348428444e-10,0.5745354701222909
Conductivity,1,XGB,1.7958322359884093e-05,5.726847267243512e-10,0.5177251510020244
Conductivity,2,Linear,1.790389797156831e-05,5.908618591312389e-10,0.5791646627143596
Conductivity,2,RF,1.6829284907563024e-05,5.192539400462048e-10,0.6301666732770007
Conductivity,2,XGB,1.7202645751879716e-05,5.312382304254573e-10,0.621630984594544
Conductivity,3,Linear,1.7749004822068298e-05,5.876086651873648e-10,0.5201414160357376
Conductivity,3,RF,1.5743701310924367e-05,4.5783598417139063e-10,0.6261176186326056
Conductivity,3,XGB,1.650426288494316e-05,5.038804013870045e-10,0.5885163881648774
Conductivity,4,Linear,1.8527604153794254e-05,7.95639238179212e-10,0.35968023440621066
Conductivity,4,RF,1.7114390357743097e-05,5.787501638854346e-10,0.5342296464355406
Conductivity,4,XGB,1.77897404658431e-05,6.385316734275522e-10,0.4861182910121301
TFSI Diffusivity,0,Linear,6.8001036074852935e-09,8.107218853322717e-17,0.6392086277436503
TFSI Diffusivity,0,RF,6.555990789915965e-09,7.675041720905814e-17,0.6584415833950945
TFSI Diffusivity,0,XGB,6.8573198215758896e-09,8.388607725309291e-17,0.6266861241455028
TFSI Diffusivity,1,Linear,6.806836205702217e-09,8.377347862999192e-17,0.6184799228913221
TFSI Diffusivity,1,RF,6.78619537815126e-09,8.392462038529763e-17,0.6177915950925774
TFSI Diffusivity,1,XGB,6.98277143523688e-09,8.935513648119614e-17,0.5930600099473788
TFSI Diffusivity,2,Linear,7.189168612989602e-09,9.368674249859485e-17,0.627099753744605
TFSI Diffusivity,2,RF,6.764392100840336e-09,8.207050536465547e-17,0.673335726650505
TFSI Diffusivity,2,XGB,7.022131656023782e-09,8.777515455969805e-17,0.6506295781293957
TFSI Diffusivity,3,Linear,7.0058720143001575e-09,8.46067011759345e-17,0.5887379576054714
TFSI Diffusivity,3,RF,6.810210352941177e-09,8.217944777892571e-17,0.6005365170054783
TFSI Diffusivity,3,XGB,6.972978080969769e-09,8.323332077339603e-17,0.5954137790413891
TFSI Diffusivity,4,Linear,7.581639392883858e-09,1.3513284582698152e-16,0.45079051878980914
TFSI Diffusivity,4,RF,6.82189386554622e-09,9.09328947262563e-17,0.6304288004006755
TFSI Diffusivity,4,XGB,7.225265255830555e-09,1.06885165995837e-16,0.5655952762158297
Li Diffusivity,0,Linear,4.277174449831306e-09,3.1078091855280304e-17,0.5566090736822462
Li Diffusivity,0,RF,4.226311596638655e-09,3.1356090190414796e-17,0.5526428733149886
Li Diffusivity,0,XGB,4.481617361211029e-09,3.425129734571156e-17,0.5113369724106926
Li Diffusivity,1,Linear,4.460169659403046e-09,3.386121116726655e-17,0.46936981419314805
