array_index	canonical_run_id	dataset	runner_model_value	model_slug	condition_value	condition_slug	target_value	target_slug	split_index	split_seed	init_seed	output_dir
0	htpmd__dmpnn__conda_native__conductivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	native	conda_native	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__conductivity__split00_seed42__init42
1	htpmd__dmpnn__conda_native__conductivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	native	conda_native	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__conductivity__split01_seed43__init42
2	htpmd__dmpnn__conda_native__conductivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	native	conda_native	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__conductivity__split02_seed44__init42
3	htpmd__dmpnn__conda_native__conductivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	native	conda_native	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__conductivity__split03_seed45__init42
4	htpmd__dmpnn__conda_native__conductivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	native	conda_native	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__conductivity__split04_seed46__init42
5	htpmd__dmpnn__conda_native__tfsi_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__tfsi_diffusivity__split00_seed42__init42
6	htpmd__dmpnn__conda_native__tfsi_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__tfsi_diffusivity__split01_seed43__init42
7	htpmd__dmpnn__conda_native__tfsi_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__tfsi_diffusivity__split02_seed44__init42
8	htpmd__dmpnn__conda_native__tfsi_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__tfsi_diffusivity__split03_seed45__init42
9	htpmd__dmpnn__conda_native__tfsi_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__tfsi_diffusivity__split04_seed46__init42
10	htpmd__dmpnn__conda_native__li_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	native	conda_native	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__li_diffusivity__split00_seed42__init42
11	htpmd__dmpnn__conda_native__li_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	native	conda_native	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__li_diffusivity__split01_seed43__init42
12	htpmd__dmpnn__conda_native__li_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	native	conda_native	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__li_diffusivity__split02_seed44__init42
13	htpmd__dmpnn__conda_native__li_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	native	conda_native	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__li_diffusivity__split03_seed45__init42
14	htpmd__dmpnn__conda_native__li_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	native	conda_native	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__li_diffusivity__split04_seed46__init42
15	htpmd__dmpnn__conda_native__polymer_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	native	conda_native	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__polymer_diffusivity__split00_seed42__init42
16	htpmd__dmpnn__conda_native__polymer_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	native	conda_native	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__polymer_diffusivity__split01_seed43__init42
17	htpmd__dmpnn__conda_native__polymer_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	native	conda_native	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__polymer_diffusivity__split02_seed44__init42
18	htpmd__dmpnn__conda_native__polymer_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	native	conda_native	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__polymer_diffusivity__split03_seed45__init42
19	htpmd__dmpnn__conda_native__polymer_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	native	conda_native	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__polymer_diffusivity__split04_seed46__init42
20	htpmd__dmpnn__conda_native__transference_number__split00_seed42__init42	htpmd	dmpnn	dmpnn	native	conda_native	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__transference_number__split00_seed42__init42
21	htpmd__dmpnn__conda_native__transference_number__split01_seed43__init42	htpmd	dmpnn	dmpnn	native	conda_native	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__transference_number__split01_seed43__init42
22	htpmd__dmpnn__conda_native__transference_number__split02_seed44__init42	htpmd	dmpnn	dmpnn	native	conda_native	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__transference_number__split02_seed44__init42
23	htpmd__dmpnn__conda_native__transference_number__split03_seed45__init42	htpmd	dmpnn	dmpnn	native	conda_native	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__transference_number__split03_seed45__init42
24	htpmd__dmpnn__conda_native__transference_number__split04_seed46__init42	htpmd	dmpnn	dmpnn	native	conda_native	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__conda_native__transference_number__split04_seed46__init42
25	htpmd__dmpnn__condb_dop__conductivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__conductivity__split00_seed42__init42
26	htpmd__dmpnn__condb_dop__conductivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__conductivity__split01_seed43__init42
27	htpmd__dmpnn__condb_dop__conductivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__conductivity__split02_seed44__init42
28	htpmd__dmpnn__condb_dop__conductivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__conductivity__split03_seed45__init42
29	htpmd__dmpnn__condb_dop__conductivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__conductivity__split04_seed46__init42
30	htpmd__dmpnn__condb_dop__tfsi_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__tfsi_diffusivity__split00_seed42__init42
31	htpmd__dmpnn__condb_dop__tfsi_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__tfsi_diffusivity__split01_seed43__init42
32	htpmd__dmpnn__condb_dop__tfsi_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__tfsi_diffusivity__split02_seed44__init42
33	htpmd__dmpnn__condb_dop__tfsi_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__tfsi_diffusivity__split03_seed45__init42
34	htpmd__dmpnn__condb_dop__tfsi_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__tfsi_diffusivity__split04_seed46__init42
35	htpmd__dmpnn__condb_dop__li_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__li_diffusivity__split00_seed42__init42
36	htpmd__dmpnn__condb_dop__li_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__li_diffusivity__split01_seed43__init42
37	htpmd__dmpnn__condb_dop__li_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__li_diffusivity__split02_seed44__init42
38	htpmd__dmpnn__condb_dop__li_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__li_diffusivity__split03_seed45__init42
39	htpmd__dmpnn__condb_dop__li_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__li_diffusivity__split04_seed46__init42
40	htpmd__dmpnn__condb_dop__polymer_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__polymer_diffusivity__split00_seed42__init42
41	htpmd__dmpnn__condb_dop__polymer_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__polymer_diffusivity__split01_seed43__init42
42	htpmd__dmpnn__condb_dop__polymer_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__polymer_diffusivity__split02_seed44__init42
43	htpmd__dmpnn__condb_dop__polymer_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__polymer_diffusivity__split03_seed45__init42
44	htpmd__dmpnn__condb_dop__polymer_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__polymer_diffusivity__split04_seed46__init42
45	htpmd__dmpnn__condb_dop__transference_number__split00_seed42__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__transference_number__split00_seed42__init42
46	htpmd__dmpnn__condb_dop__transference_number__split01_seed43__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__transference_number__split01_seed43__init42
47	htpmd__dmpnn__condb_dop__transference_number__split02_seed44__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__transference_number__split02_seed44__init42
48	htpmd__dmpnn__condb_dop__transference_number__split03_seed45__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__transference_number__split03_seed45__init42
49	htpmd__dmpnn__condb_dop__transference_number__split04_seed46__init42	htpmd	dmpnn	dmpnn	dop	condb_dop	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condb_dop__transference_number__split04_seed46__init42
50	htpmd__dmpnn__condc_dop_molality__conductivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__conductivity__split00_seed42__init42
51	htpmd__dmpnn__condc_dop_molality__conductivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__conductivity__split01_seed43__init42
52	htpmd__dmpnn__condc_dop_molality__conductivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__conductivity__split02_seed44__init42
53	htpmd__dmpnn__condc_dop_molality__conductivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__conductivity__split03_seed45__init42
54	htpmd__dmpnn__condc_dop_molality__conductivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__conductivity__split04_seed46__init42
55	htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split00_seed42__init42
56	htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split01_seed43__init42
57	htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split02_seed44__init42
58	htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split03_seed45__init42
59	htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__tfsi_diffusivity__split04_seed46__init42
60	htpmd__dmpnn__condc_dop_molality__li_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__li_diffusivity__split00_seed42__init42
61	htpmd__dmpnn__condc_dop_molality__li_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__li_diffusivity__split01_seed43__init42
62	htpmd__dmpnn__condc_dop_molality__li_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__li_diffusivity__split02_seed44__init42
63	htpmd__dmpnn__condc_dop_molality__li_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__li_diffusivity__split03_seed45__init42
64	htpmd__dmpnn__condc_dop_molality__li_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__li_diffusivity__split04_seed46__init42
65	htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split00_seed42__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split00_seed42__init42
66	htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split01_seed43__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split01_seed43__init42
67	htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split02_seed44__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split02_seed44__init42
68	htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split03_seed45__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split03_seed45__init42
69	htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split04_seed46__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__polymer_diffusivity__split04_seed46__init42
70	htpmd__dmpnn__condc_dop_molality__transference_number__split00_seed42__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__transference_number__split00_seed42__init42
71	htpmd__dmpnn__condc_dop_molality__transference_number__split01_seed43__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__transference_number__split01_seed43__init42
72	htpmd__dmpnn__condc_dop_molality__transference_number__split02_seed44__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__transference_number__split02_seed44__init42
73	htpmd__dmpnn__condc_dop_molality__transference_number__split03_seed45__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__transference_number__split03_seed45__init42
74	htpmd__dmpnn__condc_dop_molality__transference_number__split04_seed46__init42	htpmd	dmpnn	dmpnn	state	condc_dop_molality	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__dmpnn__condc_dop_molality__transference_number__split04_seed46__init42
75	htpmd__gin__conda_native__conductivity__split00_seed42__init42	htpmd	gin	gin	native	conda_native	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__conductivity__split00_seed42__init42
76	htpmd__gin__conda_native__conductivity__split01_seed43__init42	htpmd	gin	gin	native	conda_native	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__conductivity__split01_seed43__init42
77	htpmd__gin__conda_native__conductivity__split02_seed44__init42	htpmd	gin	gin	native	conda_native	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__conductivity__split02_seed44__init42
78	htpmd__gin__conda_native__conductivity__split03_seed45__init42	htpmd	gin	gin	native	conda_native	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__conductivity__split03_seed45__init42
79	htpmd__gin__conda_native__conductivity__split04_seed46__init42	htpmd	gin	gin	native	conda_native	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__conductivity__split04_seed46__init42
80	htpmd__gin__conda_native__tfsi_diffusivity__split00_seed42__init42	htpmd	gin	gin	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__tfsi_diffusivity__split00_seed42__init42
81	htpmd__gin__conda_native__tfsi_diffusivity__split01_seed43__init42	htpmd	gin	gin	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__tfsi_diffusivity__split01_seed43__init42
82	htpmd__gin__conda_native__tfsi_diffusivity__split02_seed44__init42	htpmd	gin	gin	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__tfsi_diffusivity__split02_seed44__init42
83	htpmd__gin__conda_native__tfsi_diffusivity__split03_seed45__init42	htpmd	gin	gin	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__tfsi_diffusivity__split03_seed45__init42
84	htpmd__gin__conda_native__tfsi_diffusivity__split04_seed46__init42	htpmd	gin	gin	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__tfsi_diffusivity__split04_seed46__init42
85	htpmd__gin__conda_native__li_diffusivity__split00_seed42__init42	htpmd	gin	gin	native	conda_native	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__li_diffusivity__split00_seed42__init42
86	htpmd__gin__conda_native__li_diffusivity__split01_seed43__init42	htpmd	gin	gin	native	conda_native	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__li_diffusivity__split01_seed43__init42
87	htpmd__gin__conda_native__li_diffusivity__split02_seed44__init42	htpmd	gin	gin	native	conda_native	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__li_diffusivity__split02_seed44__init42
88	htpmd__gin__conda_native__li_diffusivity__split03_seed45__init42	htpmd	gin	gin	native	conda_native	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__li_diffusivity__split03_seed45__init42
89	htpmd__gin__conda_native__li_diffusivity__split04_seed46__init42	htpmd	gin	gin	native	conda_native	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__li_diffusivity__split04_seed46__init42
90	htpmd__gin__conda_native__polymer_diffusivity__split00_seed42__init42	htpmd	gin	gin	native	conda_native	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__polymer_diffusivity__split00_seed42__init42
91	htpmd__gin__conda_native__polymer_diffusivity__split01_seed43__init42	htpmd	gin	gin	native	conda_native	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__polymer_diffusivity__split01_seed43__init42
92	htpmd__gin__conda_native__polymer_diffusivity__split02_seed44__init42	htpmd	gin	gin	native	conda_native	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__polymer_diffusivity__split02_seed44__init42
93	htpmd__gin__conda_native__polymer_diffusivity__split03_seed45__init42	htpmd	gin	gin	native	conda_native	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__polymer_diffusivity__split03_seed45__init42
94	htpmd__gin__conda_native__polymer_diffusivity__split04_seed46__init42	htpmd	gin	gin	native	conda_native	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__polymer_diffusivity__split04_seed46__init42
95	htpmd__gin__conda_native__transference_number__split00_seed42__init42	htpmd	gin	gin	native	conda_native	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__transference_number__split00_seed42__init42
96	htpmd__gin__conda_native__transference_number__split01_seed43__init42	htpmd	gin	gin	native	conda_native	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__transference_number__split01_seed43__init42
97	htpmd__gin__conda_native__transference_number__split02_seed44__init42	htpmd	gin	gin	native	conda_native	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__transference_number__split02_seed44__init42
98	htpmd__gin__conda_native__transference_number__split03_seed45__init42	htpmd	gin	gin	native	conda_native	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__transference_number__split03_seed45__init42
99	htpmd__gin__conda_native__transference_number__split04_seed46__init42	htpmd	gin	gin	native	conda_native	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__conda_native__transference_number__split04_seed46__init42
100	htpmd__gin__condb_dop__conductivity__split00_seed42__init42	htpmd	gin	gin	dop	condb_dop	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__conductivity__split00_seed42__init42
101	htpmd__gin__condb_dop__conductivity__split01_seed43__init42	htpmd	gin	gin	dop	condb_dop	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__conductivity__split01_seed43__init42
102	htpmd__gin__condb_dop__conductivity__split02_seed44__init42	htpmd	gin	gin	dop	condb_dop	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__gin__condb_dop__conductivity__split02_seed44__init42
