array_index	canonical_run_id	dataset	runner_model_value	model_slug	condition_value	condition_slug	target_value	target_slug	split_index	split_seed	init_seed	output_dir
302	htpmd__hpg_published__conda_native__conductivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	native	conda_native	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__conductivity__split02_seed44__init42
303	htpmd__hpg_published__conda_native__conductivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	native	conda_native	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__conductivity__split03_seed45__init42
304	htpmd__hpg_published__conda_native__conductivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	native	conda_native	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__conductivity__split04_seed46__init42
305	htpmd__hpg_published__conda_native__tfsi_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__tfsi_diffusivity__split00_seed42__init42
306	htpmd__hpg_published__conda_native__tfsi_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__tfsi_diffusivity__split01_seed43__init42
307	htpmd__hpg_published__conda_native__tfsi_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__tfsi_diffusivity__split02_seed44__init42
308	htpmd__hpg_published__conda_native__tfsi_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__tfsi_diffusivity__split03_seed45__init42
309	htpmd__hpg_published__conda_native__tfsi_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	native	conda_native	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__tfsi_diffusivity__split04_seed46__init42
310	htpmd__hpg_published__conda_native__li_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	native	conda_native	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__li_diffusivity__split00_seed42__init42
311	htpmd__hpg_published__conda_native__li_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	native	conda_native	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__li_diffusivity__split01_seed43__init42
312	htpmd__hpg_published__conda_native__li_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	native	conda_native	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__li_diffusivity__split02_seed44__init42
313	htpmd__hpg_published__conda_native__li_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	native	conda_native	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__li_diffusivity__split03_seed45__init42
314	htpmd__hpg_published__conda_native__li_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	native	conda_native	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__li_diffusivity__split04_seed46__init42
315	htpmd__hpg_published__conda_native__polymer_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	native	conda_native	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__polymer_diffusivity__split00_seed42__init42
316	htpmd__hpg_published__conda_native__polymer_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	native	conda_native	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__polymer_diffusivity__split01_seed43__init42
317	htpmd__hpg_published__conda_native__polymer_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	native	conda_native	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__polymer_diffusivity__split02_seed44__init42
318	htpmd__hpg_published__conda_native__polymer_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	native	conda_native	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__polymer_diffusivity__split03_seed45__init42
319	htpmd__hpg_published__conda_native__polymer_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	native	conda_native	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__polymer_diffusivity__split04_seed46__init42
320	htpmd__hpg_published__conda_native__transference_number__split00_seed42__init42	htpmd	hpg-published	hpg_published	native	conda_native	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__transference_number__split00_seed42__init42
321	htpmd__hpg_published__conda_native__transference_number__split01_seed43__init42	htpmd	hpg-published	hpg_published	native	conda_native	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__transference_number__split01_seed43__init42
322	htpmd__hpg_published__conda_native__transference_number__split02_seed44__init42	htpmd	hpg-published	hpg_published	native	conda_native	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__transference_number__split02_seed44__init42
323	htpmd__hpg_published__conda_native__transference_number__split03_seed45__init42	htpmd	hpg-published	hpg_published	native	conda_native	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__transference_number__split03_seed45__init42
324	htpmd__hpg_published__conda_native__transference_number__split04_seed46__init42	htpmd	hpg-published	hpg_published	native	conda_native	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__conda_native__transference_number__split04_seed46__init42
325	htpmd__hpg_published__condb_dop__conductivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__conductivity__split00_seed42__init42
326	htpmd__hpg_published__condb_dop__conductivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__conductivity__split01_seed43__init42
327	htpmd__hpg_published__condb_dop__conductivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__conductivity__split02_seed44__init42
328	htpmd__hpg_published__condb_dop__conductivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__conductivity__split03_seed45__init42
329	htpmd__hpg_published__condb_dop__conductivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__conductivity__split04_seed46__init42
330	htpmd__hpg_published__condb_dop__tfsi_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__tfsi_diffusivity__split00_seed42__init42
331	htpmd__hpg_published__condb_dop__tfsi_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__tfsi_diffusivity__split01_seed43__init42
332	htpmd__hpg_published__condb_dop__tfsi_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__tfsi_diffusivity__split02_seed44__init42
333	htpmd__hpg_published__condb_dop__tfsi_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__tfsi_diffusivity__split03_seed45__init42
334	htpmd__hpg_published__condb_dop__tfsi_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__tfsi_diffusivity__split04_seed46__init42
335	htpmd__hpg_published__condb_dop__li_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__li_diffusivity__split00_seed42__init42
336	htpmd__hpg_published__condb_dop__li_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__li_diffusivity__split01_seed43__init42
337	htpmd__hpg_published__condb_dop__li_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__li_diffusivity__split02_seed44__init42
338	htpmd__hpg_published__condb_dop__li_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__li_diffusivity__split03_seed45__init42
339	htpmd__hpg_published__condb_dop__li_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__li_diffusivity__split04_seed46__init42
340	htpmd__hpg_published__condb_dop__polymer_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__polymer_diffusivity__split00_seed42__init42
341	htpmd__hpg_published__condb_dop__polymer_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__polymer_diffusivity__split01_seed43__init42
342	htpmd__hpg_published__condb_dop__polymer_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__polymer_diffusivity__split02_seed44__init42
343	htpmd__hpg_published__condb_dop__polymer_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__polymer_diffusivity__split03_seed45__init42
344	htpmd__hpg_published__condb_dop__polymer_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__polymer_diffusivity__split04_seed46__init42
345	htpmd__hpg_published__condb_dop__transference_number__split00_seed42__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__transference_number__split00_seed42__init42
346	htpmd__hpg_published__condb_dop__transference_number__split01_seed43__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__transference_number__split01_seed43__init42
347	htpmd__hpg_published__condb_dop__transference_number__split02_seed44__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__transference_number__split02_seed44__init42
348	htpmd__hpg_published__condb_dop__transference_number__split03_seed45__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__transference_number__split03_seed45__init42
349	htpmd__hpg_published__condb_dop__transference_number__split04_seed46__init42	htpmd	hpg-published	hpg_published	dop	condb_dop	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condb_dop__transference_number__split04_seed46__init42
350	htpmd__hpg_published__condc_dop_molality__conductivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Conductivity	conductivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__conductivity__split00_seed42__init42
351	htpmd__hpg_published__condc_dop_molality__conductivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Conductivity	conductivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__conductivity__split01_seed43__init42
352	htpmd__hpg_published__condc_dop_molality__conductivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Conductivity	conductivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__conductivity__split02_seed44__init42
353	htpmd__hpg_published__condc_dop_molality__conductivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Conductivity	conductivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__conductivity__split03_seed45__init42
354	htpmd__hpg_published__condc_dop_molality__conductivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Conductivity	conductivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__conductivity__split04_seed46__init42
355	htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split00_seed42__init42
356	htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split01_seed43__init42
357	htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split02_seed44__init42
358	htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split03_seed45__init42
359	htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	TFSI Diffusivity	tfsi_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__tfsi_diffusivity__split04_seed46__init42
360	htpmd__hpg_published__condc_dop_molality__li_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Li Diffusivity	li_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__li_diffusivity__split00_seed42__init42
361	htpmd__hpg_published__condc_dop_molality__li_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Li Diffusivity	li_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__li_diffusivity__split01_seed43__init42
362	htpmd__hpg_published__condc_dop_molality__li_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Li Diffusivity	li_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__li_diffusivity__split02_seed44__init42
363	htpmd__hpg_published__condc_dop_molality__li_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Li Diffusivity	li_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__li_diffusivity__split03_seed45__init42
364	htpmd__hpg_published__condc_dop_molality__li_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Li Diffusivity	li_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__li_diffusivity__split04_seed46__init42
365	htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split00_seed42__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split00_seed42__init42
366	htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split01_seed43__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split01_seed43__init42
367	htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split02_seed44__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split02_seed44__init42
368	htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split03_seed45__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split03_seed45__init42
369	htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split04_seed46__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Poly Diffusivity	polymer_diffusivity	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__polymer_diffusivity__split04_seed46__init42
370	htpmd__hpg_published__condc_dop_molality__transference_number__split00_seed42__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Transference Number	transference_number	0	42	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__transference_number__split00_seed42__init42
371	htpmd__hpg_published__condc_dop_molality__transference_number__split01_seed43__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Transference Number	transference_number	1	43	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__transference_number__split01_seed43__init42
372	htpmd__hpg_published__condc_dop_molality__transference_number__split02_seed44__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Transference Number	transference_number	2	44	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__transference_number__split02_seed44__init42
373	htpmd__hpg_published__condc_dop_molality__transference_number__split03_seed45__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Transference Number	transference_number	3	45	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__transference_number__split03_seed45__init42
374	htpmd__hpg_published__condc_dop_molality__transference_number__split04_seed46__init42	htpmd	hpg-published	hpg_published	state	condc_dop_molality	Transference Number	transference_number	4	46	42	results/year2_corrected_final_2026/htpmd/htpmd__hpg_published__condc_dop_molality__transference_number__split04_seed46__init42
