test/mae,test/rmse,test/r2,split,target
15.155037879943848,19.947616577148438,0.8464325070381165,0,Tg
19.8204288482666,25.574373245239258,0.7432771921157837,1,Tg
15.391207695007324,19.711410522460938,0.8431854248046875,2,Tg
14.159018516540527,18.642826080322266,0.865023136138916,3,Tg
13.394365310668945,18.96889305114746,0.8794485926628113,4,Tg
