test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.2951485514640808,0.2532312572002411,0.4040871262550354,0,phase_label
0.1707509160041809,0.12173200398683548,0.446441650390625,1,phase_label
0.12389613687992096,0.10851682722568512,0.3558516502380371,2,phase_label
0.18163572251796722,0.17317570745944977,0.5800294876098633,3,phase_label
0.39267420768737793,0.36111122369766235,0.36631688475608826,4,phase_label
