split,target,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
0,phase_label,0.2509566247463226,0.2042000591754913,0.3783054947853088
1,phase_label,0.1731685101985931,0.1221724152565002,0.423976719379425
2,phase_label,0.1529590040445327,0.1546069234609604,0.3707109093666076
3,phase_label,0.2070664763450622,0.2026030719280243,0.6147505044937134
4,phase_label,0.2912282347679138,0.2845754623413086,0.4192926585674286
