test/mae,test/rmse,test/r2,split,target
0.0375358276069164,0.0579009316861629,0.9855589866638184,0,IP vs SHE (eV)
0.0389669984579086,0.0612181834876537,0.9845582842826844,1,IP vs SHE (eV)
0.0413799807429313,0.0630606859922409,0.982749342918396,2,IP vs SHE (eV)
0.0392286106944084,0.0616236291825771,0.9840972423553468,3,IP vs SHE (eV)
0.0391464829444885,0.0607002265751361,0.9834223985671996,4,IP vs SHE (eV)
0.039924718439579,0.0603301227092742,0.9894651174545288,0,EA vs SHE (eV)
0.0428159199655056,0.0652090683579444,0.9883424043655396,1,EA vs SHE (eV)
0.0415991619229316,0.0649589821696281,0.9876640439033508,2,EA vs SHE (eV)
0.0414493158459663,0.0633151829242706,0.9889681935310364,3,EA vs SHE (eV)
0.0427321828901767,0.0654360651969909,0.9880562424659728,4,EA vs SHE (eV)
