split,target,test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc
0,phase_label,0.1886519789695739,0.1463777124881744,0.3775003850460052
1,phase_label,0.201538473367691,0.1444481760263443,0.4821325242519378
2,phase_label,0.0949386283755302,0.0646792724728584,0.3203423917293548
3,phase_label,0.2223794758319854,0.1937507390975952,0.561608612537384
4,phase_label,0.3620278835296631,0.3014407157897949,0.4258473813533783
