test/multiclass-accuracy,test/multiclass-f1,test/multiclass-roc,split,target
0.18865197896957397,0.14637771248817444,0.37750038504600525,0,phase_label
0.20153847336769104,0.1444481760263443,0.48213252425193787,1,phase_label
0.09493862837553024,0.06467927247285843,0.32034239172935486,2,phase_label
0.22237947583198547,0.19375073909759521,0.561608612537384,3,phase_label
0.3620278835296631,0.3014407157897949,0.4258473813533783,4,phase_label
